Morph-lemma,Morph-inflection
popolnoma,popolnoma
projekt,projekt
vrata,vrata
uprava,uprave
občina,občini
razmera,razmerah
zaščiten,zaščitne
podjetje,podjetij
vendarle,vendarle
postati,postala
rešitev,rešitev
velik,večje
trije,trije
koliko,koliko
dolar,dolarjev
medtem,Medtem
moči,morejo
zagotovo,zagotovo
evropski,evropskih
prejeti,prejeli
svetoven,svetovnega
dom,dom
toda,toda
kriza,krize
ugotoviti,ugotovili
dan,dnevi
posledica,posledice
epidemija,epidemijo
agencija,agencije
test,testov
poročati,poročajo
ves,vsega
prvi,Prvi
tu,tu
potrebovati,potrebujejo
tiskoven,tiskovna
njihov,njihovih
roka,roke
se,seboj
medij,mediji
večinoma,večinoma
obdobje,obdobje
blizu,blizu
delavec,delavcev
konferenca,konferenci
sprejeti,sprejeli
umreti,umrl
velik,največji
postopek,postopek
preko,preko
velik,veliki
prihodnji,prihodnjih
zdravstven,zdravstveni
teden,tednu
očitno,očitno
cepivo,cepiva
se,sebi
župan,župan
minister,ministra
odločiti,odločili
vodja,vodja
stran,stran
pet,petih
voda,vode
občina,občine
medij,medijev
velik,večji
poročanje,poročanju
želeti,želel
hiša,hiše
projekt,projekta
državen,državnega
znan,znano
gospodarstvo,gospodarstvo
storitev,storitev
zakon,zakon
naslov,naslov
dober,dobrih
on,njo
klub,kluba
njihov,njihove
služba,službe
zaposlen,zaposleni
življenje,življenju
priti,pride
ekipa,ekipa
bistveno,bistveno
denar,denar
komisija,komisije
trgovina,trgovine
ameriški,ameriški
preteklost,preteklosti
zajezitev,zajezitev
položaj,položaj
prostor,prostora
prejšnji,prejšnji
sodelovanje,sodelovanje
delež,delež
nekdanji,nekdanji
pozno,pozneje
mesec,mesecev
skupnost,skupnosti
vlada,vladi
ostati,ostal
trener,trener
opozarjati,opozarja
dober,dober
pomoč,pomočjo
slovenski,slovenska
zgodovina,zgodovini
današnji,današnji
delovanje,delovanje
èas,èasu
naš,naša
zadnji,zadnje
navedba,navedbah
promet,prometa
mesec,meseca
pripraviti,pripravili
žival,živali
milijarda,milijarde
hrana,hrane
slovenski,slovensko
primerjava,primerjavi
podatek,podatki
tekma,tekma
aktivnost,aktivnosti
oprema,opremo
kakšen,kakšen
primer,primerih
center,centra
vrniti,vrnil
devet,devet
potrebovati,potrebuje
njen,njen
različen,različne
skrbeti,skrbi
vrsta,vrsti
glaven,glavni
stoletje,stoletja
otrok,otroka
vlada,vlado
zunaj,zunaj
prvak,prvaka
preden,preden
vrh,vrhu
vprašanje,vprašanja
sodišče,sodišča
ekipa,ekipo
vrsta,vrste
tekmovanje,tekmovanja
cesta,cesti
številen,številni
bolnišnica,bolnišnicah
njen,njenih
informacija,informacije
član,člani
mesto,mestih
delo,delu
omogočati,omogoča
ukrep,ukrep
rešitev,rešitve
prihajati,prihaja
potrditi,potrdil
dvakrat,dvakrat
ali,Ali
se,sebe
priti,prišla
direktor,direktorja
meja,meji
kje,kje
posledica,posledic
evropski,evropske
predvidoma,predvidoma
boj,boju
naš,naš
kakšen,kakšno
družina,družino
oseba,oseba
leto,Leta
on,ju
sprejeti,sprejela
vodstvo,vodstvo
njihov,njihovi
vozilo,vozila
prejeti,prejel
tekma,tekmah
pričakovati,pričakujejo
sicer,Sicer
šola,šoli
komisija,komisija
prvenstvo,prvenstvo
dejanje,dejanja
videti,videli
center,center
okrog,okrog
pa,Pa
vrniti,vrnili
njen,njeno
imeti,imeti
zelo,Zelo
znotraj,znotraj
ti,ti
gospodarstvo,gospodarstva
smer,smeri
pravica,pravice
moč,moč
boj,boj
odločiti,odločil
mask,mask
zaščita,zaščite
javen,javni
zagotoviti,zagotoviti
daleč,daleč
evropski,evropski
moški,moški
želeti,želimo
krog,krogu
vrsta,vrsto
nekateri,Nekateri
sodelovanje,sodelovanju
zame,zanj
kar,česar
družben,družbenih
človek,človek
ves,vso
popoldne,popoldne
volitev,volitvah
cesta,ceste
karanten,karanteni
vedeti,vem
želeti,želeli
volitev,volitve
zaščita,zaščito
podjetje,podjetju
storitev,storitve
zmaga,zmage
minuta,minuti
starš,starši
pisati,piše
program,program
varnost,varnosti
vedeti,ve
karanten,karantene
več,Več
ostati,ostali
igrati,igral
on,njega
èe,èe
prostor,prostorih
tisti,tisto
uspešno,uspešno
policist,Policisti
število,Število
moč,moči
odločiti,odločila
bolezen,bolezen
pomemben,pomemben
ostajati,ostajajo
priložnost,priložnosti
bližina,bližini
trenutno,Trenutno
evropski,Evropske
obstajati,obstaja
večina,večino
testiranje,testiranje
odpreti,odprli
ostati,ostala
vrednost,vrednosti
delati,delajo
naslednji,naslednji
dober,najboljših
dodati,dodala
velik,velikih
živeti,živi
ekipa,ekipi
voditi,vodil
šola,šolo
smrten,smrtnih
oblika,obliki
prost,prostem
delovanje,delovanja
pojasniti,pojasnila
zdravstven,zdravstveno
center,centru
prihodnost,prihodnost
meja,meja
prepričan,prepričan
problem,problem
začetek,začetek
šport,šport
pripravljen,pripravljeni
stik,stiku
zdravljenje,zdravljenje
skupina,skupino
osvojiti,osvojil
pozvati,pozval
njegov,njegovega
delavec,delavci
hrana,hrano
imeti,imam
namesto,namesto
moči,mogli
jaz,jaz
izgubiti,izgubil
dodajati,dodaja
lahko,Lahko
dodaten,dodatnih
morda,Morda
število,številu
korak,korak
pričakovati,pričakuje
energija,energije
nekdo,nekdo
omejitev,omejitve
pogodba,pogodbe
odkriti,odkrili
svoj,svojimi
klub,klub
biti,nista
deloven,delovnih
takrat,Takrat
splet,spletu
prednost,prednosti
dokler,dokler
celota,celoti
vozilo,vozil
naslednji,naslednjih
voda,vodo
skupen,skupno
drug,drug
možen,možno
prednost,prednost
zahtevati,zahteva
pomemben,pomembna
dan,dneva
jaz,nami
sprva,sprva
ženska,ženske
nazadnje,nazadnje
ta,Te
žal,žal
zoper,zoper
dober,dobre
resnica,resnici
milijarda,milijard
povedati,pove
ta,Ti
sprememba,sprememb
moči,moremo
družba,družba
rast,rast
glava,glavo
roka,rok
zaščiten,zaščitnih
tekma,tekem
kraj,kraju
bolnišnica,bolnišnico
slovenski,Slovenske
širjenje,širjenje
oba,oba
edin,edini
dober,dobra
igralec,igralec
pokal,pokala
njihov,njihov
ves,vsemi
èas,èas
razlog,razlogov
potekati,potekajo
vrednost,vrednost
prihodnost,prihodnosti
predstavnik,predstavniki
deset,desetih
politika,politike
minister,Minister
leten,letnega
prvenstvo,prvenstvu
dogodek,dogodek
račun,račun
dogajati,dogaja
gotovo,gotovo
počasi,počasi
nov,Novi
veliko,Veliko
poudarjati,poudarja
območje,območja
posledica,posledica
igralec,igralcev
velik,večjih
odvisen,odvisno
zmaga,zmagi
član,član
telo,telo
rad,radi
epidemija,epidemija
vrh,vrh
dober,boljši
član,članov
letos,Letos
začeti,začelo
pravi,pravi
beseda,besede
policija,Policija
razen,razen
potrjeen,potrjenih
nekaj,Nekaj
le,Le
pokazati,pokazala
območje,območje
ostati,ostalo
šest,šestih
kakor,kakor
potekati,potekala
seznam,seznam
karanten,karanteno
odločitev,odločitve
koli,koli
dogodek,dogodkov
NIJZ,NIJZ
vedeti,vemo
novinarski,novinarski
hiša,hišo
mera,meri
tisoè,tisoè
ameriški,ameriških
virus,virusom
prihajati,prihajajo
prihodek,prihodkov
njihov,njihova
prinašati,prinaša
izpostaviti,izpostavil
potreba,potrebe
se,Se
tak,tak
podoben,podobno
objaviti,objavil
potekati,potekal
pravzaprav,pravzaprav
ime,ime
en,ene
okolje,okolja
covida,covida
pogodba,pogodbo
nagrada,nagrado
evropski,Evropska
vsak,Vsak
najboljše,najboljše
ameriški,ameriške
tujina,tujini
človek,Ljudje
sodišče,sodišču
informacija,informacij
dodaten,dodatne
poročati,poročali
zveza,zveza
izkušnja,izkušnje
dirka,dirke
mnog,mnogi
narediti,naredili
kultura,kulturo
doseči,dosegli
temperatura,temperature
slovenski,Slovenska
naš,našega
končati,končal
pokazati,pokazal
napad,napad
intenziven,intenzivni
strokovnjak,strokovnjaki
vas,vasi
namen,namen
vplivati,vpliva
policija,policiji
številka,številke
ves,vsej
kazen,kazen
kazen,kazni
dodatno,dodatno
občina,občina
glas,glasov
reči,rekel
vožnja,vožnjo
igralec,igralci
oceniti,ocenil
pozitiven,pozitivnih
dodati,dodali
ocena,oceni
mesto,mest
izobraževanje,izobraževanje
obisk,obisk
cena,cene
takšen,takšnih
plača,plače
okolje,okolju
nato,Nato
premalo,premalo
položaj,položaju
služba,službo
letošnji,letošnji
evropski,evropskega
prihodnji,prihodnji
cepivo,cepivo
stopinja,stopinj
tam,Tam
vojska,vojske
dogajanje,dogajanje
prepoved,prepovedi
včasih,včasih
človek,ljudem
uporabljati,uporabljajo
obenem,obenem
eden,Eden
državen,državne
mož,mož
poudariti,poudarila
noč,noč
dogovor,dogovor
hrvaški,hrvaški
nujen,nujno
zdravstven,zdravstvenega
stanovalec,stanovalcev
kraj,krajih
človek,ljudmi
takšen,takšne
velik,največjih
svoj,svoja
biti,si
redno,redno
polovica,polovici
zgoditi,zgodi
čas,časih
mlad,mladih
nujno,nujno
slediti,sledi
družina,družini
inštitut,inštituta
javen,javne
zakaj,Zakaj
veljati,veljajo
znašati,znaša
najprej,Najprej
prvak,prvak
koronavirus,koronavirusu
vojna,vojne
izjava,izjavi
dejstvo,dejstvo
delati,delati
človek,človeka
nekoč,nekoč
velik,večjo
varen,varno
prepoved,prepoved
pravica,pravic
rezultat,rezultate
narediti,narediti
potrditi,potrdila
gibanje,gibanje
raje,raje
družba,družbo
film,film
prejeti,prejela
dejanje,dejanje
skupen,skupni
večina,Večina
tretji,tretje
kakšen,kakšne
vključno,vključno
pomagati,pomaga
leto,letom
zaposlen,zaposlene
objaviti,objavila
štirje,štirje
rad,rad
kar,čimer
malce,malce
predstaviti,predstavili
občutek,občutek
moči,mogel
rezultat,rezultat
tik,tik
doseči,dosegla
društvo,društva
živo,živo
sprejeti,sprejel
gledalec,gledalcev
svetoven,svetovne
tukaj,tukaj
pretekel,preteklih
varstvo,varstvo
posamezen,posameznih
trije,tremi
igra,igro
mimo,mimo
njen,njena
skupaj,Skupaj
tuj,tujih
uspeh,uspeh
svetoven,svetovno
pravilo,pravila
smeti,sme
dobro,najbolje
kriza,krizo
zadnji,zadnja
navodilo,navodila
predvsem,Predvsem
prebivalec,prebivalci
starost,starosti
on,on
čakati,čakajo
izvesti,izvedli
postopek,postopku
zavod,zavoda
najbolj,Najbolj
spored,sporedu
kariera,karieri
prevzeti,prevzel
družina,družina
hiša,hiši
raziskava,raziskave
majhen,manjše
državljan,državljanov
mnenje,mnenje
celoten,celotno
izziv,izziv
pomagati,pomagali
omrežje,omrežjih
letošnji,letošnje
bolnik,bolnike
velik,največje
zgodba,zgodba
vladen,vladni
kakšen,kakšna
civilen,civilne
enako,enako
domač,domači
testiranje,testiranja
sreča,srečo
začasno,začasno
končati,končala
državljan,državljane
pogled,pogled
obveznost,obveznosti
zares,zares
zgodba,zgodbe
program,programa
meja,mejo
nevarnost,nevarnosti
poslanec,poslancev
namreè,namreè
stranka,stranka
izvedba,izvedbo
dejansko,dejansko
prostor,prostoru
pripravljati,pripravljajo
mlad,mladi
evropski,evropsko
zdravnik,zdravniki
èas,èasa
zame,zanje
noč,noči
stanje,stanju
pandemija,pandemija
trg,trg
majhen,manjši
maska,mask
star,starejši
letošnji,letošnjega
njen,njene
odgovornost,odgovornost
načrt,načrt
postaviti,postavili
dober,boljše
predstaviti,predstavil
delati,dela
pogovor,pogovoru
živeti,živijo
regija,regiji
sodelovanje,sodelovanja
takšen,takšno
uradno,uradno
uporaba,uporabe
moštvo,moštva
organizacija,organizacija
poslanec,poslanci
oskrba,oskrbo
prebivalstvo,prebivalstva
dnevno,dnevno
notranji,notranje
nastop,nastop
opozoriti,opozorili
hkrati,Hkrati
trener,trenerja
stranka,strank
dostop,dostop
zgodba,zgodbo
običajno,običajno
zdravje,zdravja
iti,šel
zagotoviti,zagotovili
znanje,znanja
poseben,posebno
veter,veter
obravnavati,obravnavali
preprosto,preprosto
navajati,navaja
nakup,nakup
prostor,prostore
šola,šolah
stvar,stvar
ogromno,ogromno
dolg,dolga
kolikor,kolikor
podjetje,podjetjem
narediti,naredil
največ,Največ
test,test
ogled,ogled
nesreča,nesreče
lani,Lani
doslej,Doslej
dati,dal
napad,napadu
vrsta,vrst
mesec,mesecu
misliti,Mislim
klop,klopi
dirka,dirki
faza,fazi
govoriti,govori
reprezentanca,reprezentance
znanje,znanje
oseba,osebo
prejšnji,prejšnjega
prodaja,prodaje
resno,resno
svetoven,svetovnem
posebno,posebno
športen,športni
kratek,kratkim
gospodarski,gospodarske
pojasnjevati,pojasnjuje
nega,negi
pravica,pravico
slab,slabo
minuta,minutah
preprečevanje,preprečevanje
vožnja,vožnje
razlog,razlog
odgovor,odgovor
ampak,Ampak
stanje,stanja
strah,strah
vpliv,vpliv
skupina,skupin
moštvo,moštvo
roka,roko
enota,enote
seznam,seznamu
središče,središču
nadaljevati,nadaljeval
policist,policistov
izvajati,izvajajo
nadaljevati,nadaljuje
otrok,otrokom
delo,delom
slovenski,slovenskem
zapisati,zapisala
So,So
poškodba,poškodbe
odziv,odziv
informacija,informacijah
povedati,povedali
položaj,položaja
zapor,zapora
pripravljen,pripravljen
razvoj,razvoja
reševanje,reševanje
skupen,skupnem
isti,isti
stik,stik
dan,dne
potreben,potrebna
javen,javnem
obèina,obèini
dejavnost,dejavnost
športen,športne
zdravilo,zdravila
narava,narave
ponujati,ponuja
dolgo,dlje
velik,večja
vsak,vsakem
državljan,državljani
en,Ena
odnos,odnos
ukrep,ukrepih
oče,oče
stranka,stranki
intenziven,intenzivno
dogodek,dogodka
ljubljanski,ljubljanski
nadaljevanje,nadaljevanju
športen,športnih
naš,našo
pogoj,pogoje
pandemija,pandemiji
začeti,začne
banka,banke
videti,vidi
predvidevati,predvideva
dober,dobri
on,nje
polovica,polovico
priprava,priprave
priznati,priznal
številka,številko
iti,šla
njihov,njihovem
leto,letoma
zahtevati,zahteval
spomladi,spomladi
minul,minuli
vodstvo,vodstvom
edin,edina
AFP,AFP
preiskava,preiskavo
njen,njeni
drugod,drugod
upoštevati,upoštevati
pomen,pomena
pomagati,pomagajo
knjiga,knjige
tretji,tretjem
predsednica,predsednica
ženska,žensk
izredno,izredno
dati,dali
delovati,delujejo
skrb,skrb
zapreti,zaprli
zapored,zapored
sekunda,sekund
potrebovati,potrebovali
vstop,vstop
javno,javno
velik,velikega
unija,unije
volitev,volitev
prestolnica,prestolnici
mir,miru
jaz,meni
bolnik,bolniki
prihod,prihodu
področje,področja
meniti,menijo
turizem,turizem
izdelek,izdelkov
noben,nobenega
letošnji,letošnjem
domovo,domovih
klub,klubu
ministrica,ministrica
teren,terenu
političen,politične
razdalja,razdalje
komaj,komaj
moj,moje
zagotoviti,zagotovil
noben,nobene
prvi,Prva
trenutek,trenutek
zbiranje,zbiranja
pesem,pesmi
poleti,poleti
biti,STA
krog,krog
šola,šol
tiskoven,tiskovne
začetek,začetkom
prireditev,prireditev
šport,športa
iti,šli
star,stare
poslati,poslali
zadovoljen,zadovoljen
pozitiven,pozitiven
podpora,podpore
visok,višje
jasno,jasno
star,stari
končno,končno
spleten,spletnih
moj,moj
državen,državno
biti,Bil
nemški,nemški
ameriški,ameriškega
vsak,vsakega
samo,Samo
nov,Nova
milijon,milijon
igrati,igrali
izgubiti,izgubili
morje,morju
starš,staršev
ponekod,ponekod
naš,našem
predstavljati,predstavljajo
telo,telesa
nikakor,nikakor
naslednji,naslednje
dejanje,dejanj
najti,najti
obramba,obrambo
pozornost,pozornost
pogoj,pogoji
priti,priti
tveganje,tveganje
potreben,potrebne
žrtev,žrtve
opraviti,opravil
uvesti,uvedli
okrevanje,okrevanje
oči,oči
kamor,kamor
narava,naravi
vojna,vojni
lestvica,lestvici
pasti,padel
pomagati,pomagati
verjetno,najverjetneje
priprava,pripravo
pandeem,pandemijo
napoved,napovedi
UKC,UKC
proizvodnja,proizvodnjo
vedeti,vedo
preiskava,preiskave
pravi,pravo
zvezdnik,zvezdnik
odbor,odbora
neposredno,neposredno
sedem,sedmih
socialen,socialne
uporaba,uporaba
praktično,praktično
čas,časom
trditi,trdi
testiranj,testiranj
zaprt,zaprtih
gost,gostov
lahek,lažje
zmagati,zmagal
zahtevati,zahtevajo
sezona,sezona
domov,domovih
gospodarstvo,gospodarstvu
želeti,želim
proces,proces
konec,koncem
pripravljati,pripravlja
urad,urada
zgodovina,zgodovino
ameriški,Ameriški
mama,mama
klub,klubov
zgoditi,zgodila
strošek,stroškov
oba,obe
članica,članic
zase,zase
tedaj,tedaj
politika,politiko
najbrž,najbrž
gradnja,gradnjo
splošen,splošno
dodaten,dodatno
zbrati,zbrali
sporočilo,sporočilo
čisto,čisto
zadeti,zadel
umreti,umrla
videti,videl
jeseni,jeseni
škoda,škode
de,de
situacija,situacija
strošek,stroške
delno,delno
potrebovati,potrebujemo
energija,energijo
poznati,pozna
razvoj,razvoju
nadaljevati,nadaljevala
nameravati,namerava
zunanji,zunanji
kdo,Kdo
okužen,okuženi
pozornost,pozornosti
ustrezen,ustrezno
zakon,zakonu
tja,tja
njen,njenem
policija,policijo
nadzor,nadzora
smrt,smrt
vozilo,vozilo
direktorica,direktorica
avtomobil,avtomobilov
republika,republike
državen,državnih
večina,večini
polovica,polovica
promet,prometu
on,jima
rok,rok
fotografija,fotografije
vloga,vlogi
prostor,prostorov
vsak,vsaka
vesel,veseli
trening,trening
sklad,sklada
držati,drži
hitrost,hitrosti
letnik,letnik
tokrat,Tokrat
vojna,vojno
finale,finala
finale,finalu
red,redu
covid,covidu
evropski,Evropski
tu,Tu
