Morph-lemma,Morph-inflection
ruim,ruim
gebruiken,gebruiken
ander,ander
komen,komende
vast,vast
vorig,vorige
partij,partij
wanneer,wanneer
waardoor,waardoor
klein,kleine
begin,begin
open,open
zoveel,zoveel
man,mannen
Europees,Europese
water,water
volgen,volgende
drie,derde
waarom,waarom
worden,geworden
waarbij,waarbij
verwachten,verwacht
medium,media
regering,regering
plek,plek
kabinet,kabinet
liggen,liggen
zien,zie
best,best
zodat,zodat
zijn,Zijn
groep,groep
nieuw,nieuw
willen,wilde
nadat,nadat
spelen,spelen
gebruiken,gebruikt
belangrijk,belangrijk
zorgen,zorgen
druk,druk
gebruik,gebruik
zetten,zetten
hoog,hoge
toen,Toen
jij,jij
tien,tien
idee,idee
veel,meeste
gaan,ga
zijn,Is
niks,niks
zij,Zij
huidig,huidige
vertellen,vertelt
vallen,valt
daarom,daarom
inmiddels,inmiddels
boven,boven
mooi,mooi
totaal,totaal
thuis,thuis
situatie,situatie
gas,gas
welk,welke
halen,halen
verhaal,verhaal
vrij,vrij
doen,deed
lekker,lekker
want,Want
volledig,volledig
eind,eind
rijden,rijden
wij,Wij
al,Al
ongeveer,ongeveer
lang,langer
president,president
precies,precies
helpen,helpen
uiteindelijk,uiteindelijk
veel,meest
naam,naam
soms,soms
eerst,eerst
lang,lange
bezig,bezig
daarna,daarna
wie,Wie
stuk,stuk
hebben,gehad
hard,hard
toch,Toch
dezelfde,dezelfde
vol,vol
meerdere,meerdere
wedstrijd,wedstrijd
lopen,lopen
zitten,zat
ding,dingen
betekenen,betekent
zaak,zaak
meter,meter
ja,ja
laten,liet
reden,reden
einde,einde
naast,naast
mijn,Mijn
men,men
miljard,miljard
daarnaast,Daarnaast
zichzelf,zichzelf
slechts,slechts
direct,direct
zes,zes
rest,rest
club,club
kant,kant
basis,basis
Duits,Duitse
vervolgens,vervolgens
dood,dood
ja,Ja
staat,staat
zien,zag
van,Van
waarschijnlijk,waarschijnlijk
familie,familie
brengen,brengen
dollar,dollar
prijs,prijs
kilometer,kilometer
oud,oude
minuut,minuten
niemand,niemand
plan,plan
blijken,bleek
gelijk,gelijk
melden,meldt
sociaal,sociale
helft,helft
zaak,zaken
team,team
denken,denkt
kunnen,konden
daarmee,daarmee
moeilijk,moeilijk
hand,hand
Oekraïens,Oekraïense
hoog,hoog
zomer,zomer
hoofd,hoofd
kopen,kopen
kost,kosten
richting,richting
WK,WK
horen,horen
leuk,leuk
komen,kwamen
wachten,wachten
toekomst,toekomst
rol,rol
partij,partijen
beginnen,begint
voorkomen,voorkomen
actie,actie
lopen,loopt
informatie,informatie
zowel,zowel
prijs,prijzen
mooi,mooie
jong,jonge
ruimte,ruimte
ander,anderen
nou,nou
houden,houdt
ouder,ouders
één,eerst
elk,elk
ervoor,ervoor
inflatie,inflatie
gebeuren,gebeurt
hoog,hoger
periode,periode
punt,punten
hand,handen
ieder,ieder
daarom,Daarom
klaar,klaar
veel,Veel
hetzelfde,hetzelfde
blij,blij
nemen,genomen
boer,boeren
nieuws,nieuws
eten,eten
moeder,moeder
enkel,enkel
echt,echte
wel,Wel
energie,energie
weekend,weekend
gelden,geldt
woning,woning
ziekenhuis,ziekenhuis
politiek,politiek
langs,langs
flink,flink
politiek,politieke
licht,licht
bestaan,bestaat
beide,beide
waarom,Waarom
inderdaad,inderdaad
tijdens,Tijdens
vader,vader
Brits,Britse
kind,kind
winnen,won
woordvoerder,woordvoerder
ploeg,ploeg
daarbij,daarbij
aan,Aan
maatregel,maatregelen
Belgisch,Belgische
vraag,vragen
slachtoffer,slachtoffer
heen,heen
zeggen,gezegd
vinden,gevonden
nummer,nummer
organisatie,organisatie
enorm,enorm
alleen,Alleen
krijgen,krijg
waar,Waar
gesprek,gesprek
zin,zin
geven,gaf
gedrag,gedrag
weten,wist
sterk,sterk
ver,ver
belangrijk,belangrijke
klein,klein
gebied,gebied
graad,graden
veel,vele
sommig,sommige
komen,gekomen
u,uw
kiezen,kiezen
rekening,rekening
beginnen,beginnen
hoeven,hoeft
betreffen,betreft
stellen,stelt
markt,markt
aandacht,aandacht
persoon,persoon
wonen,wonen
stellen,stellen
gevolg,gevolgen
grond,grond
doel,doel
stoppen,stoppen
slecht,slecht
nemen,neemt
recht,recht
programma,programma
vaak,vaker
erop,erop
omdat,Omdat
denken,dacht
krijgen,gekregen
gebeuren,gebeuren
school,school
vallen,vallen
hulp,hulp
vinden,vond
waarmee,waarmee
spelen,speelt
daarvoor,daarvoor
beginnen,begon
terecht,terecht
finale,finale
beeld,beeld
klinken,klinkt
straks,straks
jong,jongeren
zwaar,zwaar
boek,boek
zorgen,zorgt
misschien,Misschien
straat,straat
leggen,legt
elektrisch,elektrische
winnen,winnen
ervan,ervan
verschil,verschil
oog,ogen
kort,kort
hoop,hoop
online,online
momenteel,momenteel
waarop,waarop
cijfer,cijfers
mens,Mensen
geven,gegeven
ergens,ergens
tot,Tot
brengen,gebracht
Heb,Heb
financieel,financiële
oplossing,oplossing
schrijven,schrijft
gevolg,gevolg
zoeken,zoeken
zetten,gezet
lokaal,lokale
kort,korte
gratis,gratis
rechter,rechter
sinds,Sinds
volgen,volgen
net,Net
plan,plannen
normaal,normaal
publiek,publiek
foto,foto
start,start
gaan,gingen
ver,Verder
kosten,kost
wind,wind
inwoner,inwoners
rechtbank,rechtbank
prima,prima
leger,leger
nee,Nee
internationaal,internationale
voldoende,voldoende
proberen,proberen
woord,woord
bepalen,bepaalde
moeten,moesten
voordat,voordat
groot,groter
enorm,enorme
zwaar,zware
daarvan,daarvan
regel,regels
keuze,keuze
ander,anders
gevoel,gevoel
termijn,termijn
bank,bank
steun,steun
Frans,Franse
brand,brand
vluchteling,vluchtelingen
burger,burgers
liever,liever
zoek,zoek
beleid,beleid
aanwezig,aanwezig
waarvan,waarvan
slachtoffer,slachtoffers
speler,spelers
jullie,jullie
overigens,overigens
half,half
bijzonder,bijzonder
klant,klanten
hoeveel,hoeveel
u,U
nemen,nam
houden,gehouden
jou,jouw
omgeving,omgeving
en,én
beschikbaar,beschikbaar
avond,avond
nacht,nacht
buurt,buurt
mogen,mocht
beeld,beelden
feit,feit
vorm,vorm
voorbij,voorbij
zorg,zorg
economie,economie
betrekken,betrokken
ministerie,ministerie
schade,schade
spraak,sprake
daardoor,daardoor
doen,doe
voorzitter,voorzitter
grens,grens
nog,Nog
dicht,dicht
bovendien,Bovendien
een,ene
strijd,strijd
directeur,directeur
beginnen,begonnen
De,De
lezen,lezen
vertrouwen,vertrouwen
zeven,zeven
burgemeester,burgemeester
woord,woorden
belang,belang
hoogte,hoogte
blijven,bleef
bevolking,bevolking
acht,acht
punt,punt
winst,winst
geval,gevallen
oud,oud
niveau,niveau
bieden,bieden
medewerker,medewerkers
vriend,vrienden
verliezen,verloren
premier,premier
hoewel,Hoewel
contact,contact
verwachten,verwachten
last,last
geschiedenis,geschiedenis
personeel,personeel
al,Alle
over,Over
nou,Nou
uit,Uit
voorlopig,voorlopig
juist,juiste
makkelijk,makkelijk
belangrijk,belangrijkste
afstand,afstand
alsof,alsof
krijgen,kregen
volgen,volgend
gemeente,gemeenten
regio,regio
gaan,gegaan
noemen,noemen
rust,rust
vroeg,vroeger
zeggen,zeg
woning,woningen
lucht,lucht
hoor,hoor
volk,volk
provincie,provincie
overal,overal
baan,baan
wanneer,Wanneer
reactie,reactie
bestaan,bestaan
leiden,leiden
leeftijd,leeftijd
allerlei,allerlei
tegenwoordig,tegenwoordig
leren,leren
waarde,waarde
artikel,artikel
succes,succes
ieder,iedere
trekken,trekken
muziek,muziek
liefst,liefst
jou,jou
systeem,systeem
zoon,zoon
vertellen,vertellen
kijken,kijkt
samenleving,samenleving
voelen,voelt
praten,praten
student,studenten
mens,mens
vragen,vraagt
stap,stap
bezoek,bezoek
mogelijk,mogelijke
veilig,veilig
dankzij,dankzij
hier,Hier
hoog,hogere
deur,deur
vlak,vlak
economisch,economische
iedereen,Iedereen
noemen,noemt
vier,vierde
lid,leden
risico,risico
winnen,gewonnen
product,producten
vragen,gevraagd
raken,geraakt
vragen,vragen
bouwen,bouwen
lichaam,lichaam
e,e
samenwerking,samenwerking
liggen,lag
persoon,personen
gebeuren,gebeurde
wellicht,wellicht
contract,contract
zomaar,zomaar
asielzoeker,asielzoekers
vallen,viel
verkopen,verkocht
kennen,kennen
eindelijk,eindelijk
dochter,dochter
daarmee,Daarmee
militair,militaire
lastig,lastig
macht,macht
overlijden,overleden
betalen,betaald
onderdeel,onderdeel
voetbal,voetbal
verkopen,verkopen
gemiddeld,gemiddelde
vooral,Vooral
aandeel,aandeel
immers,immers
winter,winter
los,los
trouwens,trouwens
Twee,Twee
kwijt,kwijt
natuur,natuur
gebeuren,gebeurd
horen,hoort
geen,Geen
half,halve
komen,kom
naam,name
alsnog,alsnog
aanhouden,aangehouden
leveren,leveren
daarbij,Daarbij
film,film
Chinees,Chinese
mening,mening
divers,diverse
verleden,verleden
bang,bang
voorbeeld,voorbeeld
ondanks,ondanks
geweld,geweld
app,app
helaas,helaas
actief,actief
kritiek,kritiek
bovendien,bovendien
wedstrijd,wedstrijden
gek,gek
zijn,Ben
onder,Onder
spelen,speelde
groot,grotere
tegenover,tegenover
invloed,invloed
goed,betere
controle,controle
fout,fout
twintig,twintig
bieden,biedt
voorzien,voorzien
ervaring,ervaring
veiligheid,veiligheid
gemiddeld,gemiddeld
vragen,vroeg
snel,sneller
vergeten,vergeten
gelukkig,Gelukkig
nauwelijks,nauwelijks
hij,ie
besluiten,besloten
dienst,dienst
noemen,genoemd
ontstaan,ontstaan
werknemer,werknemers
bewoner,bewoners
tijd,tijden
waaronder,waaronder
gelukkig,gelukkig
bekend,bekende
rij,rij
voelen,voelen
naast,Naast
laag,lager
leggen,leggen
sanctie,sancties
versie,versie
eerder,Eerder
mis,mis
uiteraard,uiteraard
schrijven,schreef
verkiezing,verkiezingen
schrijven,schrijven
hoog,hoogste
hopen,hoopt
orde,orde
daarna,Daarna
eigenaar,eigenaar
schuld,schuld
neer,neer
positief,positief
bepalen,bepaald
tafel,tafel
verdienen,verdienen
duur,duur
qua,qua
wet,wet
moeite,moeite
ontvangen,ontvangen
plek,plekken
halen,gehaald
wapen,wapens
kennis,kennis
erbij,erbij
optie,optie
lijken,leek
besluit,besluit
willen,wilt
spreken,spreken
terwijl,Terwijl
vanaf,Vanaf
omhoog,omhoog
gisteren,gisteren
slag,slag
antwoord,antwoord
onderzoeker,onderzoekers
nogal,nogal
raken,raakte
kwartaal,kwartaal
stellen,gesteld
olie,olie
hopen,hoop
gevaar,gevaar
wit,witte
hopen,hopen
top,top
kaart,kaart
vakantie,vakantie
brengen,brengt
laten,Laat
afhankelijk,afhankelijk
website,website
vervangen,vervangen
bal,bal
vrij,vrije
temperatuur,temperatuur
wegens,wegens
hoeven,hoeven
zwart,zwarte
stad,steden
gezin,gezin
links,links
binnenkort,binnenkort
leveren,levert
regelmatig,regelmatig
verdenken,verdachte
dier,dieren
brandweer,brandweer
staan,stonden
zoals,Zoals
bericht,bericht
negen,negen
digitaal,digitale
veranderen,veranderen
hart,hart
bedrag,bedrag
groei,groei
lijken,lijken
plaats,plaatsen
race,race
vertellen,vertelde
sterk,sterke
lijst,lijst
duur,duurder
destijds,destijds
verwachting,verwachting
speciaal,speciale
ineens,ineens
krant,krant
nationaal,nationale
kiezen,gekozen
dragen,dragen
stand,stand
rapport,rapport
titel,titel
zelfs,Zelfs
zeker,Zeker
spreken,gesproken
waard,waard
voormalig,voormalige
ronde,ronde
werk,werken
model,model
impact,impact
rijden,reed
minstens,minstens
vrijheid,vrijheid
vrijwel,vrijwel
functie,functie
trainer,trainer
kracht,kracht
politicus,politici
dagelijks,dagelijks
meestal,meestal
rood,rode
proberen,probeert
verliezen,verloor
leiden,leidt
project,project
officieel,officieel
kunnen,Kan
relatief,relatief
positie,positie
beslissing,beslissing
bezoeker,bezoekers
generatie,generatie
klimaat,klimaat
spreken,spreekt
gezicht,gezicht
bestuurder,bestuurder
stijgen,stijgen
kop,kop
productie,productie
uitspraak,uitspraak
aarde,aarde
proces,proces
morgen,morgen
discussie,discussie
geboren,geboren
bewust,bewust
midden,midden
centraal,centrale
aanval,aanval
ondanks,Ondanks
serieus,serieus
volgen,volgt
telefoon,telefoon
positief,positieve
stijgen,gestegen
verklaring,verklaring
beroep,beroep
zon,zon
compleet,compleet
lopen,liep
leiding,leiding
heten,heet
kijken,Kijk
spreken,sprak
helpen,helpt
spel,spel
gang,gang
bijzonder,bijzondere
Vlaams,Vlaamse
verplichten,verplicht
iPhone,iPhone
stem,stemmen
veel,Meer
bericht,berichten
eeuw,eeuw
verantwoordelijk,verantwoordelijk
fan,fans
hoofdstad,hoofdstad
jongen,jongen
zet,zet
alles,Alles
advies,advies
melden,melden
laat,laat
dorp,dorp
mogelijkheid,mogelijkheid
vriend,vriend
totaal,totale
fiets,fiets
inzetten,ingezet
nee,nee
crisis,crisis
rente,rente
centrum,centrum
meerderheid,meerderheid
sector,sector
laag,laag
stellen,stelde
oog,oog
kijken,kijk
willen,wilden
tiental,tientallen
sluiten,gesloten
kans,kansen
buitenland,buitenland
kennen,kent
overwinning,overwinning
alweer,alweer
verhaal,verhalen
slecht,slechte
onlangs,onlangs
meisje,meisje
sturen,sturen
kwestie,kwestie
veld,veld
waarna,waarna
advocaat,advocaat
leuk,leuke
interview,interview
mogelijkheid,mogelijkheden
vandaag,Vandaag
werken,gewerkt
raken,raken
geheel,geheel
voorbij,voorbije
feit,feiten
richten,gericht
maximaal,maximaal
besluiten,besloot
liefde,liefde
ontwikkeling,ontwikkeling
daarin,daarin
A,A
Zullen,Zou
km,km
onderwijs,onderwijs
verlaten,verlaten
haar,Haar
relatie,relatie
activiteit,activiteiten
stuk,stukje
algemeen,algemeen
huis,huizen
lid,lid
effect,effect
tijdelijk,tijdelijk
vanavond,vanavond
behoorlijk,behoorlijk
nergens,nergens
persoonlijk,persoonlijke
gewond,gewond
draaien,draait
bank,banken
beperken,beperkt
sluiten,sluiten
resultaat,resultaten
wijze,wijze
worden,word
verliezen,verliezen
groen,groene
stil,stil
vol,volle
bereiken,bereikt
pijn,pijn
ongeluk,ongeluk
locatie,locatie
voordeel,voordeel
Hebben,Heeft
denk,Denk
reeks,reeks
duizend,duizenden
onderzoeken,onderzoeken
ons,Onze
rechts,rechts
honderd,honderd
pakken,pakken
blijkbaar,blijkbaar
plaatsen,geplaatst
geloven,geloven
toegang,toegang
flink,flinke
akkoord,akkoord
stroom,stroom
bedoelen,bedoeld
zitten,zaten
rijden,rijdt
zetten,zet
opvang,opvang
vergelijking,vergelijking
internet,internet
miljoen,miljoenen
westen,westen
trots,trots
fijn,fijn
heel,Heel
zorg,zorgen
hangen,hangen
genieten,genieten
vermogen,vermogen
aandeel,aandelen
Ga,Ga
doordat,doordat
sowieso,sowieso
troep,troepen
omstandigheid,omstandigheden
zien,zagen
bedoeling,bedoeling
ziek,ziek
openbaar,openbaar
lijn,lijn
resultaat,resultaat
minuut,minuut
veroordelen,veroordeeld
passen,past
trekken,trekt
band,band
zege,zege
agent,agenten
jongen,jongens
melden,meldde
wél,wél
straf,straf
stijging,stijging
deelnemer,deelnemers
draaien,draaien
indruk,indruk
vliegen,vliegen
bewijs,bewijs
poging,poging
gegeven,gegevens
scherm,scherm
vuur,vuur
voeren,voeren
soms,Soms
één,Een
bereiken,bereiken
optreden,optreden
verkeer,verkeer
steken,steken
opnemen,opgenomen
daadwerkelijk,daadwerkelijk
ding,ding
boodschap,boodschap
brief,brief
afsluiten,afgesloten
trein,trein
pandemie,pandemie
winkel,winkel
verlies,verlies
deel,delen
rondom,rondom
groen,groen
coach,coach
ministerie,Ministerie
zoiets,zoiets
opdracht,opdracht
daardoor,Daardoor
zee,zee
duren,duurt
reactie,reacties
kleur,kleur
kwaliteit,kwaliteit
honderd,honderden
diep,diep
maatschappij,maatschappij
brengen,bracht
dik,dikke
bestuur,bestuur
werken,werkte
volledig,volledige
vast,vaste
video,video
school,scholen
gebruiker,gebruikers
wijk,wijk
terrein,terrein
gesprek,gesprekken
horen,gehoord
podium,podium
gebrek,gebrek
dergelijk,dergelijke
horen,hoor
wereldwijd,wereldwijd
verkoop,verkoop
beschermen,beschermen
stap,stappen
maken,maak
gewoon,gewone
gezondheid,gezondheid
bepalen,bepalen
opzicht,opzichte
warm,warm
serie,serie
massaal,massaal
wagen,wagen
wonen,woont
gooien,gooien
afscheid,afscheid
cultuur,cultuur
tuin,tuin
Italiaans,Italiaanse
hard,harde
bestaan,bestaande
delen,delen
model,modellen
bouwen,gebouwd
reageren,reageren
begrijpen,begrijpen
autoriteit,autoriteiten
houden,hield
oekraïens,Oekraïense
verbieden,verboden
tekort,tekort
treffen,getroffen
reageren,reageert
invasie,invasie
tonen,tonen
leider,leider
overigens,Overigens
amper,amper
ondertussen,ondertussen
incident,incident
erin,erin
koop,koop
gewoon,Gewoon
combinatie,combinatie
spelen,gespeeld
carrière,carrière
vlees,vlees
eenmaal,eenmaal
goud,goud
Wil,Wil
daarop,daarop
ernstig,ernstig
praktijk,praktijk
rug,rug
winkel,winkels
groep,groepen
voorstel,voorstel
editie,editie
vormen,vormen
regelen,geregeld
studie,studie
duren,duren
halen,haalde
speler,speler
rekenen,rekenen
duizend,duizend
moord,moord
laag,lage
bekijken,bekijken
drug,drugs
leerling,leerlingen
Westers,westerse
deur,deuren
seconde,seconden
bus,bus
gebouw,gebouw
eruit,eruit
voorsprong,voorsprong
angst,angst
democratie,democratie
natuurlijk,Natuurlijk
reden,redenen
koning,koning
welkom,welkom
partner,partner
uitvoeren,uitgevoerd
ervaren,ervaren
vandaan,vandaan
koers,koers
cel,cel
jaarlang,jarenlang
wijzen,wijst
selectie,selectie
virus,virus
vorig,Vorig
voormalig,voormalig
lezen,lees
organisatie,organisaties
hond,hond
inclusief,inclusief
speciaal,speciaal
Nederlands,Nederlands
schrijven,geschreven
dertig,dertig
normaal,normale
Spaans,Spaanse
sport,sport
begrijpen,begrijp
patiënt,patiënten
mede,mede
één,eentje
verband,verband
uur,uren
gat,gaten
oorzaak,oorzaak
regen,regen
zuiden,zuiden
zolang,zolang
extreem,extreem
leiden,leidde
teveel,teveel
standaard,standaard
ondernemer,ondernemers
raad,raad
kerk,kerk
makkelijk,makkelijker
fors,fors
zover,zover
eerlijk,eerlijk
verdacht,verdachten
rustig,rustig
wachten,wacht
plots,plots
dak,dak
dood,doden
soldaat,soldaten
halen,haalt
stikstof,stikstof
intussen,intussen
weg,wegen
zwart,zwart
uiteindelijk,Uiteindelijk
aanbod,aanbod
militair,militairen
omzet,omzet
zorgen,zorgde
ongeval,ongeval
samen,Samen
veroorzaken,veroorzaakt
ermee,ermee
vijf,vijfde
pand,pand
eindigen,eindigde
kopen,gekocht
officieel,officiële
belasting,belasting
aanleiding,aanleiding
komst,komst
buitenlands,buitenlandse
kampioen,kampioen
drinken,drinken
onderzoeken,onderzocht
voertuig,voertuigen
zulk,zulke
dienst,diensten
merk,merk
kijken,gekeken
geloven,geloof
Russisch,Russisch
behalve,behalve
plaats,plaatse
veranderen,veranderd
redelijk,redelijk
vlucht,vlucht
maken,maakten
aangifte,aangifte
klacht,klachten
medisch,medische
alvast,alvast
boete,boete
beleggers,beleggers
kapot,kapot
eveneens,eveneens
elk,Elke
bondscoach,bondscoach
snelheid,snelheid
raken,raakt
werkelijk,werkelijk
kennen,ken
slapen,slapen
conflict,conflict
stem,stem
inzet,inzet
band,banden
duel,duel
Europees,Europees
laag,lagere
ziekte,ziekte
debat,debat
investeren,investeren
coronacrisis,coronacrisis
elders,elders
benieuwd,benieuwd
baas,baas
degelijk,degelijk
redden,redden
tonen,toont
vijftig,vijftig
tijd,tijdje
verdenken,verdacht
actie,acties
openbaar,openbare
stijgen,steeg
gebied,gebieden
luchthaven,luchthaven
snel,snelle
doen,deden
tevreden,tevreden
vriendin,vriendin
gevaarlijk,gevaarlijk
eraan,eraan
tekst,tekst
Oekraïners,Oekraïners
jammer,jammer
boom,bomen
oproepen,roept
aanpak,aanpak
winnaar,winnaar
eenvoudig,eenvoudig
melding,meldingen
twaalf,twaalf
lukken,lukt
platform,platform
bouw,bouw
interessant,interessant
excuus,excuses
slaan,slaan
hoek,hoek
financieel,financieel
zonder,Zonder
vroeg,vroeg
mezelf,mezelf
vliegtuig,vliegtuig
ondertussen,Ondertussen
openen,openen
oud,ouder
sturen,gestuurd
melding,melding
afloop,afloop
volop,volop
verkeerd,verkeerde
aankondigen,aangekondigd
afspraak,afspraken
zetten,zette
gezond,gezond
bijdrage,bijdrage
beslag,beslag
alternatief,alternatief
boel,boel
verantwoordelijkheid,verantwoordelijkheid
nadat,Nadat
grens,grenzen
voet,voet
absoluut,absoluut
onderwerp,onderwerp
overleg,overleg
taal,taal
feest,feest
kloppen,klopt
vervolgens,Vervolgens
volgen,gevolgd
verandering,verandering
stoppen,stopt
boek,boeken
bed,bed
geschikt,geschikt
vooruit,vooruit
functie,functies
groeien,groeien
eerd,eerdere
voelen,voelde
motor,motor
weten,wisten
zoeken,zoekt
vrijwilliger,vrijwilligers
jezelf,jezelf
hiervoor,hiervoor
betalen,betaalt
middel,middelen
hoeveelheid,hoeveelheid
persoonlijk,persoonlijk
benadrukken,benadrukt
wereldkampioen,wereldkampioen
broer,broer
hangen,hangt
the,the
bekendmaken,bekendgemaakt
noemen,noemde
doorgaan,doorgaan
beide,Beide
handig,handig
product,product
reis,reis
verdienen,verdient
beurt,beurt
erg,erger
winnen,wint
goedkoper,goedkoper
naar,Naar
gemeenteraad,gemeenteraad
uitbreiden,uitgebreid
voornamelijk,voornamelijk
vuurwerk,vuurwerk
voedsel,voedsel
vertrekken,vertrekken
parlement,parlement
voelen,voel
defensie,Defensie
ver,verdere
toernooi,toernooi
goed,Goed
optie,opties
recent,recente
instantie,instantie
veranderen,verandert
verdwijnen,verdwijnen
Eén,Eén
vooraf,vooraf
beneden,beneden
initiatief,initiatief
plaatsvinden,vond
zichtbaar,zichtbaar
automatisch,automatisch
rood,rood
liter,liter
rijden,gereden
publiek,publieke
zak,zak
pensioen,pensioen
minimaal,minimaal
bier,bier
x,x
geven,geef
behandeling,behandeling
definitief,definitief
consument,consumenten
vertrek,vertrek
negatief,negatieve
horen,hoorde
tegen,Tegen
inmiddels,Inmiddels
overlijden,overlijden
aantreffen,aangetroffen
oproep,oproep
oppakken,opgepakt
verbeteren,verbeteren
namens,namens
denken,gedacht
werkgever,werkgever
vervoer,vervoer
Antwerps,Antwerpse
energieprijs,energieprijzen
daarover,daarover
uitstoot,uitstoot
verhogen,verhogen
val,val
al,allen
onduidelijk,onduidelijk
investering,investeringen
even,Even
nodig,nodige
training,training
melden,gemeld
evenement,evenement
gast,gasten
aardig,aardig
slot,slot
verzoek,verzoek
betekenen,betekenen
vechten,vechten
lang,langere
letterlijk,letterlijk
onmogelijk,onmogelijk
reizen,reizen
coronavirus,coronavirus
voren,voren
wakker,wakker
welk,welk
opleiding,opleiding
