Morph-lemma,Morph-inflection
ajudar,ajudar
oficial,oficial
manter,manter
brasileiro,brasileiros
deixar,deixar
medida,medidas
deixe,Deixe
deixar,deixou
acontecer,acontece
gestão,gestão
coisa,coisas
levar,levar
equipe,equipes
preço,preço
alta,alta
valor,valores
desenvolvimento,desenvolvimento
entrevista,entrevista
saber,saber
operação,operação
resultado,resultados
filme,filme
grande,maiores
sucesso,sucesso
atenção,atenção
unidade,unidade
proposta,proposta
veículo,veículos
forte,forte
esse,Essa
uma,uma
estadual,estadual
vítima,vítimas
sentido,sentido
aluno,alunos
próprio,própria
coisa,coisa
busca,busca
dar,dá
dizer,dizer
poder,poderá
acabar,acabou
maneira,maneira
comunidade,comunidade
pedido,pedido
experiência,experiência
idade,idade
jovem,jovens
desde,Desde
possibilidade,possibilidade
quem,Quem
anunciar,anunciou
ideia,ideia
ir,ir
entrar,entrar
esse,Esse
jogador,jogadores
futuro,futuro
oportunidade,oportunidade
economia,economia
qual,quais
projeto,projetos
porém,porém
vacinação,vacinação
ocorrer,ocorreu
difícil,difícil
trabalhar,trabalhar
obra,obras
geral,geral
unidade,unidades
próximo,próximos
em este,Neste
jogador,jogador
política,política
fazer,fazendo
gol,gol
carreira,carreira
acidente,acidente
eles,Eles
sociedade,sociedade
encontro,encontro
oito,oito
em esse,nesse
profissional,profissional
tv,TV
título,título
logo,logo
autoridade,autoridades
evitar,evitar
cenário,cenário
ter,tendo
anterior,anterior
hoje,Hoje
em este,Nesta
música,música
necessidade,necessidade
explicar,explicou
reunião,reunião
seguir,segue
obra,obra
plataforma,plataforma
escola,escola
garantir,garantir
bastante,bastante
competição,competição
modelo,modelo
ir,vamos
candidato,candidatos
contato,contato
homem,homens
secretário,secretário
inclusive,inclusive
nenhum,nenhum
filho,filhos
brasileiro,brasileira
militar,militares
então,Então
prática,prática
bom,melhores
lista,lista
poder,poderia
saber,sabe
em o,Nos
tema,tema
tratamento,tratamento
taxa,taxa
diante,diante
entrada,entrada
ser,São
ir,irá
ambiente,ambiente
seleção,seleção
ser,sejam
papel,papel
construção,construção
marca,marca
grupo,grupos
médico,médico
ter,tiveram
documento,documento
prova,prova
possuir,possui
acima,acima
número,números
algum,algum
mais,Mais
rodada,rodada
violência,violência
criança,criança
morrer,morreu
tecnologia,tecnologia
informação,informação
força,força
participar,participar
terceiro,terceiro
caminho,caminho
turno,turno
posição,posição
primeiro,primeiros
sair,sair
redução,redução
educação,educação
disputa,disputa
prender,preso
pequeno,menor
parceria,parceria
voto,voto
amigo,amigos
líder,líder
ser,eram
tentar,tentar
inflação,inflação
zona,zona
ser,serem
passar,passa
morador,moradores
cabeça,cabeça
texto,texto
nosso,nossos
capacidade,capacidade
cargo,cargo
suspeito,suspeito
continuar,continua
você,Você
cliente,clientes
ter,tenho
curso,curso
ir,foi
em esse,nessa
presente,presente
perto,perto
mudança,mudança
linha,linha
pedir,pediu
ataque,ataque
etapa,etapa
público,públicos
usar,usar
alto,alto
semana,semanas
média,média
continuar,continuar
somente,somente
diretor,diretor
hospital,hospital
algum,alguma
renda,renda
resposta,resposta
diferente,diferente
pra,pra
festa,festa
realização,realização
rua,rua
diversos,diversas
verdade,verdade
agente,agentes
bola,bola
fogo,fogo
escola,escolas
claro,claro
conforme,conforme
dez,dez
falar,falou
respeito,respeito
investigação,investigação
eleição,eleição
plano,plano
imprensa,imprensa
trabalhador,trabalhadores
mostrar,mostra
apresentar,apresentar
paciente,pacientes
pagar,pagar
investimento,investimentos
atrás,atrás
povo,povo
eu,mim
ninguém,ninguém
este,Este
contrato,contrato
existir,existe
prefeitura,prefeitura
impacto,impacto
seguir,seguir
estar,estou
iniciativa,iniciativa
funcionário,funcionários
levar,levou
formação,formação
direito,direitos
ontem,ontem
criar,criar
vacina,vacina
estudo,estudo
chegar,chega
atividade,atividade
controle,controle
filha,filha
voltar,voltou
disponível,disponível
organização,organização
estar,esteve
ser,for
terceiro,terceira
direção,direção
imagem,imagens
incluir,incluindo
policial,policial
interior,interior
internacional,internacional
sede,sede
crime,crimes
ser,fosse
entrar,entrou
fazer,fazem
mesmo,Mesmo
declarar,declarou
crise,crise
banco,banco
nome,nomes
seguida,seguida
pai,pais
movimento,movimento
ensino,ensino
novamente,novamente
artista,artista
ele,eles
compra,compra
instituição,instituição
vivo,vivo
mudança,mudanças
nenhum,nenhuma
precisar,precisam
amor,amor
conta,contas
médio,médio
começar,começa
centro,centro
previsão,previsão
gol,gols
chefe,chefe
trazer,traz
dose,dose
momento,momentos
fundamental,fundamental
abertura,abertura
encontrar,encontrar
acontecer,acontecer
apesar,apesar
nós,Nós
em o,Nas
poder,poderão
conseguir,conseguir
evento,eventos
fazer,feitas
companhia,companhia
aplicativo,aplicativo
importante,importantes
político,político
oportunidade,oportunidades
militar,militar
alto,alta
investimento,investimento
venda,venda
voltar,voltar
só,Só
análise,análise
região,regiões
produto,produto
show,show
aí,aí
euro,euros
votação,votação
transporte,transporte
lançamento,lançamento
político,política
sair,saiu
escrever,escreveu
animal,animais
órgão,órgão
realidade,realidade
categoria,categoria
digital,digital
sequência,sequência
proteção,proteção
jogar,jogar
perder,perdeu
municipal,municipal
alguém,alguém
atuação,atuação
primeira,primeira
último,últimas
único,única
colocar,colocar
sim,sim
mão,mão
ato,ato
expectativa,expectativa
dever,deverá
arma,arma
disponível,disponíveis
ele,elas
cultura,cultura
estar,estará
via,via
instituição,instituições
estudante,estudantes
certo,certo
opção,opção
participante,participantes
conhecimento,conhecimento
vir,veio
apresentação,apresentação
antes,Antes
servidor,servidores
morte,mortes
eleger,eleito
senado,Senado
copa,Copa
usuário,usuários
destacar,destaca
cima,cima
poder,possa
de ela,dela
pessoal,pessoal
de esse,desses
emprego,emprego
estrutura,estrutura
rua,ruas
horário,horário
abaixo,abaixo
ganhar,ganhar
ocorrência,ocorrência
embora,embora
trabalho,trabalhos
ganhar,ganhou
criação,criação
função,função
assunto,assunto
cair,caiu
este,Esta
atualmente,atualmente
acrescentar,acrescentou
começar,começar
programação,programação
ator,ator
quarto,quarto
único,único
parecer,parece
justiça,Justiça
estar,Estamos
passado,passada
poder,podemos
público,públicas
ir,vou
elenco,elenco
saída,saída
crédito,crédito
comum,comum
droga,drogas
atender,atender
russo,russo
professor,professor
vaga,vaga
arma,armas
aumentar,aumentar
familiar,familiares
registrar,registrou
comprar,comprar
ajuda,ajuda
versão,versão
atleta,atletas
ar,ar
apresentar,apresentou
ter,terão
realmente,realmente
celular,celular
liberdade,liberdade
ter,Temos
diferente,diferentes
casal,casal
enquanto,Enquanto
força,forças
retorno,retorno
discurso,discurso
conforme,Conforme
residência,residência
mudar,mudar
desempenho,desempenho
nove,nove
pena,pena
porém,Porém
ordem,ordem
chegada,chegada
autor,autor
vencer,vencer
alimento,alimentos
detalhe,detalhes
diferença,diferença
senador,senador
tomar,tomar
processo,processos
mundial,mundial
gás,gás
estado,estados
decidir,decidiu
divulgar,divulgado
avaliação,avaliação
contar,contar
regra,regras
viagem,viagem
relatório,relatório
treinador,treinador
abrir,abrir
negócio,negócios
material,material
falar,fala
benefício,benefício
consumo,consumo
mandato,mandato
milhão,milhão
razão,razão
ao,Ao
significar,significa
diverso,diversos
reportagem,reportagem
realizar,realizadas
modo,modo
questão,questões
ficar,ficaram
perder,perder
responsabilidade,responsabilidade
geração,geração
mal,mal
tentativa,tentativa
atacante,atacante
seguinte,seguinte
confirmar,confirmou
permitir,permite
ocasião,ocasião
diretamente,diretamente
juro,juros
entender,entender
fazer,fizeram
todo,Todos
representar,representa
parlamentar,parlamentar
membro,membros
real,real
madrugada,madrugada
de ele,deles
mostrar,mostrou
quantidade,quantidade
motorista,motorista
dose,doses
vencer,venceu
mensagem,mensagem
fácil,fácil
especialmente,especialmente
trazer,trazer
simples,simples
medo,medo
ônibus,ônibus
prever,prevê
comunicação,comunicação
documento,documentos
nosso,nossas
referência,referência
jornalista,jornalista
interesse,interesse
publicação,publicação
melhorar,melhorar
destaque,destaque
transmissão,transmissão
ocorrer,ocorre
vantagem,vantagem
atriz,atriz
luta,luta
livro,livro
levantamento,levantamento
índice,índice
registro,registro
motivo,motivo
alvo,alvo
conjunto,conjunto
fã,fãs
ou,Ou
imagem,imagem
venda,vendas
combate,combate
benefício,benefícios
positivo,positivo
perfil,perfil
equipamento,equipamentos
feliz,feliz
livre,livre
pressão,pressão
receber,recebe
ver,viu
pretender,pretende
trimestre,trimestre
conhecer,conhecer
sessão,sessão
manutenção,manutenção
responsável,responsáveis
a o,Aos
aquele,aqueles
trânsito,trânsito
dificuldade,dificuldades
vista,vista
em esse,Nesse
ter,tenham
ter,tinham
revelar,revelou
tentar,tentou
vereador,vereador
entrega,entrega
prefeitura,Prefeitura
quadro,quadro
político,políticos
coração,coração
comentar,comentou
concurso,concurso
ele,lhe
deputado,deputados
escolha,escolha
mão,mãos
comparação,comparação
tornar,tornou
ir,Vamos
recuperação,recuperação
chuva,chuva
aula,aulas
fundo,fundo
metro,metros
jornal,jornal
ver,visto
chance,chance
inscrição,inscrições
pouco,poucos
liderança,liderança
oferecer,oferece
grave,grave
personagem,personagem
recurso,recurso
buscar,buscar
ataque,ataques
território,território
recente,recente
situação,situações
estreia,estreia
faixa,faixa
ser,sou
palco,palco
camisa,camisa
negócio,negócio
encontrar,encontrado
completar,completou
registrar,registrado
de esse,dessas
estratégia,estratégia
reduzir,reduzir
vírus,vírus
diferentes,diferentes
presente,presentes
sem,Sem
atualmente,Atualmente
indústria,indústria
tornar,tornar
tal,tal
reforço,reforço
visita,visita
denúncia,denúncia
central,central
teste,testes
empresário,empresário
eleitor,eleitores
combustível,combustíveis
advogado,advogado
ambos,ambos
realizar,realizou
administração,administração
artista,artistas
ter,Tem
petista,petista
marido,marido
abrir,abriu
português,português
posse,posse
professor,professores
poder,possam
totalmente,totalmente
debate,debate
confiança,confiança
opção,opções
ela,a
apontar,aponta
contrário,contrário
aparecer,aparece
considerar,considerado
carro,carros
classificação,classificação
haver,haverá
foto,foto
prova,provas
demanda,demanda
chuva,chuvas
dizer,dizendo
terra,terra
paz,paz
natural,natural
chegar,chegaram
sofrer,sofreu
suspeito,suspeitos
boletim,boletim
que,Que
mostrar,mostrar
dever,deveria
operação,operações
estádio,estádio
tudo,Tudo
km,km
compromisso,compromisso
entidade,entidade
passagem,passagem
consumidor,consumidores
conteúdo,conteúdo
vontade,vontade
deixar,deixa
junto,juntos
assistir,assistir
favor,favor
aplicação,aplicação
missão,missão
acompanhar,acompanhar
participar,participou
baixo,baixo
agência,agência
custo,custo
cantora,cantora
prêmio,prêmio
canal,canal
casa,casas
intenção,intenção
foco,foco
chance,chances
estar,Estou
declaração,declaração
material,materiais
salário,salário
plano,planos
existir,existem
disposição,disposição
de eles,deles
empate,empate
especialista,especialista
candidatura,candidatura
decisão,decisões
longe,longe
vacina,vacinas
pedir,pedir
caso,Caso
iniciar,iniciou
exame,exames
órgão,órgãos
origem,origem
teste,teste
real,reais
cliente,cliente
curso,cursos
paciente,paciente
adolescente,adolescentes
ressaltar,ressaltou
procedimento,procedimento
cidadão,cidadãos
visão,visão
conflito,conflito
inicial,inicial
segunda,segunda
pesquisa,pesquisas
campeão,campeão
conversa,conversa
solução,solução
efeito,efeitos
técnico,técnica
voz,voz
corrida,corrida
luz,luz
tirar,tirar
levar,levado
partido,partidos
amigo,amigo
vídeo,vídeos
julgamento,julgamento
cuidado,cuidados
histórico,histórico
acabar,acaba
global,global
pasta,pasta
levar,leva
divulgar,divulgada
certeza,certeza
você,vocês
altura,altura
invasão,invasão
consumidor,consumidor
tempo,tempos
primeiro,primeiras
pensar,pensar
titular,titular
novela,novela
divulgar,divulgou
foto,fotos
troca,troca
representante,representantes
investigação,investigações
conhecer,conhecido
notícia,notícia
metade,metade
doença,doenças
apresentar,apresenta
enfrentar,enfrentar
fazer,feitos
preocupação,preocupação
dificuldade,dificuldade
torno,torno
juiz,juiz
de o,Do
peso,peso
artigo,artigo
efeito,efeito
passar,passando
achar,acho
querer,queria
te,te
comando,comando
marcar,marcou
discussão,discussão
cartão,cartão
conseguir,consegue
financeiro,financeiro
mostrar,mostram
diversos,diversos
médico,médicos
tendência,tendência
reeleição,reeleição
breve,breve
estudo,estudos
olhar,olhar
espécie,espécie
passo,passo
recentemente,recentemente
partida,partidas
democracia,democracia
passar,passaram
oferta,oferta
parte,partes
volume,volume
ajudar,ajuda
cantor,cantor
pista,pista
ali,ali
telefone,telefone
localizar,localizado
título,títulos
filme,filmes
tráfico,tráfico
atleta,atleta
item,itens
câmara,Câmara
começar,começaram
internacional,internacionais
sintoma,sintomas
desafio,desafio
cara,cara
viver,viver
política,políticas
relacionamento,relacionamento
russo,russos
paulista,paulista
erro,erro
sua,sua
viver,vive
confronto,confronto
audiência,audiência
esperar,espera
aproximadamente,aproximadamente
ver,vê
lembrar,lembrar
goleiro,goleiro
subir,subiu
físico,física
dar,dando
oferecer,oferecer
civil,civil
derrota,derrota
mensagem,mensagens
sexta,sexta
aprovação,aprovação
palavra,palavras
dupla,dupla
promover,promover
foi,Foi
receber,receberam
programa,programas
sala,sala
espaço,espaços
baixo,baixa
esposo,esposa
clima,clima
escolher,escolher
saber,sei
loja,loja
realizar,realizados
crítica,críticas
começo,começo
trás,trás
próximo,próximas
trabalhar,trabalhando
portanto,portanto
sobretudo,sobretudo
condição,condição
regime,regime
rápido,rápido
comunicado,comunicado
meu,meus
encaminhar,encaminhado
tiro,tiros
anterior,anteriores
sonho,sonho
transição,transição
procedimento,procedimentos
ocorrer,ocorrido
publicar,publicado
concluir,concluiu
financeiro,financeira
econômico,econômica
forte,fortes
avanço,avanço
municipal,municipais
votar,votar
justiça,justiça
homicídio,homicídio
urna,urnas
torneio,torneio
placar,placar
flagrante,flagrante
querer,quero
pedir,pede
rural,rural
embora,Embora
trecho,trecho
notícia,notícias
trabalhar,trabalha
década,décadas
pequeno,pequeno
acreditar,acredita
anúncio,anúncio
cumprir,cumprir
garantir,garante
fiscal,fiscal
abrir,aberto
custo,custos
valer,vale
completo,completa
legislação,legislação
comércio,comércio
este,estes
defender,defendeu
especialista,especialistas
ser,fui
esporte,esporte
estar,esteja
líder,líderes
porta,porta
fonte,fonte
orçamento,orçamento
identificar,identificar
desafio,desafios
alerta,alerta
reforma,reforma
dor,dor
haver,haver
contexto,contexto
agenda,agenda
potencial,potencial
alto,superior
chamar,chamado
possuir,possuem
exposição,exposição
possível,possíveis
natureza,natureza
dúvida,dúvidas
jornada,jornada
apresentar,apresentado
outro,Outro
adolescente,adolescente
torcida,torcida
assistência,assistência
publicar,publicou
praticamente,praticamente
execução,execução
proposta,propostas
parar,parar
garantir,garantiu
pé,pé
suficiente,suficiente
delegado,delegado
sul,sul
ficar,ficam
estar,estaria
de elas,delas
norte,norte
pequeno,menores
bom,boas
produtor,produtores
falar,falando
terminar,terminou
responder,responder
lembrar,lembra
funcionamento,funcionamento
indicar,indica
parlamentar,parlamentares
corte,corte
informar,informa
fiscalização,fiscalização
passageiro,passageiros
tradicional,tradicional
envolver,envolvendo
federal,federais
setor,setores
sexual,sexual
recorde,recorde
semestre,semestre
comunidade,comunidades
arte,arte
solução,soluções
modalidade,modalidade
funcionar,funciona
atingir,atingiu
normal,normal
petróleo,petróleo
limite,limite
estadual,estaduais
defender,defender
bastar,basta
legal,legal
nº,nº
homenagem,homenagem
pedido,pedidos
posto,posto
presidente,Presidente
pequeno,pequenos
perda,perda
episódio,episódio
lançar,lançado
campeonato,campeonato
distribuição,distribuição
querer,querem
estar,estarão
câncer,câncer
banco,bancos
contratação,contratação
coronavírus,coronavírus
milhar,milhares
ter,terem
alimentação,alimentação
forma,formas
década,década
incluir,inclui
cuidado,cuidado
rotina,rotina
meta,meta
adversário,adversário
âmbito,âmbito
comissão,comissão
defender,defende
quarto,quarta
ser,Foram
técnico,técnicos
investir,investir
responder,respondeu
ambiental,ambiental
cena,cena
completo,completo
onliner,online
grave,graves
apoiar,apoiar
relatar,relatou
precisar,precisou
revelar,revela
esperar,esperar
dessa,Dessa
irmão,irmão
fato,fatos
seguir,seguem
meia,meia
médico,médica
taxa,taxas
dar,dado
usar,usado
tratar,trata
procurar,procurar
aprovar,aprovado
matéria,matéria
talvez,talvez
esquerda,esquerda
nascer,nasceu
antigo,antigo
emergência,emergência
show,shows
apontar,apontou
ativo,ativos
equipa,equipa
duelo,duelo
popular,popular
chamar,chamou
pouco,menos
bairro,bairros
gasto,gastos
atuar,atuar
calendário,calendário
aquele,aquele
gerar,gerar
divulgação,divulgação
sistema,sistemas
destino,destino
reajuste,reajuste
risco,riscos
sinal,sinais
sentir,sentir
acessar,acessar
diagnóstico,diagnóstico
russo,russa
assumir,assumir
direto,direto
mau,pior
certo,certa
quilômetro,quilômetros
final,finais
considerar,considera
congresso,Congresso
pequeno,pequena
mudar,mudou
integrante,integrantes
dizer,disseram
dano,danos
cinema,cinema
banda,banda
velocidade,velocidade
declaração,declarações
ucraniano,ucraniano
elétrico,elétrica
marcar,marcado
algum,Alguns
voltar,volta
lugar,lugares
ocorrer,ocorrer
usuário,usuário
dizer,dizem
executivo,executivo
imóvel,imóvel
infantil,infantil
mínimo,mínimo
encontrar,encontrou
abordagem,abordagem
identidade,identidade
loja,lojas
resolver,resolver
identificar,identificado
estilo,estilo
pagamento,pagamentos
cobrança,cobrança
há,há
judicial,judicial
conquistar,conquistou
tratar,tratar
animal,animal
comercial,comercial
exercício,exercício
cidadão,cidadão
nacional,nacionais
bem,bens
fazer,fazia
modelo,modelos
relação,relações
aberto,abertas
termos,termos
torcedor,torcedores
clube,clubes
elemento,elementos
tema,temas
ciclo,ciclo
buscar,busca
colega,colegas
personagem,personagens
criar,criado
bom,bons
prevenção,prevenção
idoso,idosos
auxiliar,auxiliar
ouvir,ouvir
casamento,casamento
edital,edital
posto,postos
receita,receita
continuar,continuam
salário,salários
prédio,prédio
cargo,cargos
compra,compras
atingir,atingir
familiar,familiar
direita,direita
categoria,categorias
confirmar,confirmados
presencial,presencial
golpe,golpe
peça,peças
rodovia,rodovia
desenvolver,desenvolver
vitória,vitórias
inscrição,inscrição
outro,Outra
festival,festival
exame,exame
proteger,proteger
longo,longa
sinal,sinal
obter,obter
receber,recebido
sangue,sangue
reconhecimento,reconhecimento
ir,irão
república,República
infraestrutura,infraestrutura
rapidamente,rapidamente
digital,digitais
cirurgia,cirurgia
planejamento,planejamento
comportamento,comportamento
ficar,ficará
necessidade,necessidades
solo,solo
divulgar,divulgados
chegar,chegando
humano,humanos
haver,haja
próprio,próprios
distância,distância
lembrar,lembrou
capaz,capaz
necessário,necessária
portanto,Portanto
Vale,Vale
criminoso,criminosos
carga,carga
formato,formato
história,histórias
cultural,cultural
denúncia,denúncias
ato,atos
dúvida,dúvida
registrar,registrados
aumentar,aumentou
tribunal,tribunal
fazer,fará
marca,marcas
time,times
localizar,localizada
prática,práticas
motivo,motivos
justamente,justamente
conhecer,conhecida
alteração,alterações
enorme,enorme
entidade,entidades
bater,bateu
assumir,assumiu
quanto,Quanto
alcançar,alcançar
professora,professora
atualização,atualização
rio,rio
tonelada,toneladas
mesmo,mesmos
aquele,aquela
delegacia,delegacia
lançar,lançou
usar,usando
aniversário,aniversário
completamente,completamente
gasolina,gasolina
ampliar,ampliar
combustível,combustível
emprego,empregos
pessoal,pessoais
decreto,decreto
atendimento,atendimentos
identificação,identificação
óbito,óbitos
essencial,essencial
igual,igual
tornar,torna
encontrar,encontra
esforço,esforço
corrupção,corrupção
cedo,cedo
tentar,tenta
menina,menina
auxílio,auxílio
rápido,rápida
governo,governos
suporte,suporte
ucraniano,ucranianos
morto,mortos
transferência,transferência
briga,briga
suspeita,suspeita
tipo,tipos
manter,mantém
ferimento,ferimentos
graças,graças
original,original
criar,criou
virtual,virtual
publicar,publicada
conclusão,conclusão
lesão,lesão
dezena,dezenas
seguro,seguro
todo,Todas
entretanto,Entretanto
oficial,oficiais
esquema,esquema
contribuir,contribuir
negociação,negociações
ser,Será
dever,deverão
incêndio,incêndio
pele,pele
ser,seriam
trama,trama
construir,construir
normalmente,normalmente
atuar,atua
regional,regional
ministro,ministros
meio,meios
vir,vir
fator,fatores
dono,dono
achar,Acho
logo,Logo
exterior,exterior
apreensão,apreensão
estar,estiver
amanhã,amanhã
estar,Está
muitas,muitas
suspensão,suspensão
sanção,sanções
diálogo,diálogo
empresário,empresários
ganhar,ganha
esse,Esses
trazer,trouxe
utilizar,utilizado
cadastro,cadastro
multa,multa
entrar,entra
adulto,adultos
ter,tive
habitante,habitantes
melhor,melhor
intervenção,intervenção
vida,vidas
poder,posso
sobre,Sobre
despesa,despesas
aprovar,aprovou
considerar,considerada
nível,níveis
cobertura,cobertura
crescer,cresceu
passar,passam
isto,isto
teto,teto
deputada,deputada
terça,terça
vice,vice
caixa,caixa
extremamente,extremamente
mesa,mesa
seguidor,seguidores
fonte,fontes
desejo,desejo
ritmo,ritmo
ir,iria
retirada,retirada
evolução,evolução
carteira,carteira
ser,somos
visar,visa
lidar,lidar
inquérito,inquérito
câmera,câmeras
chapa,chapa
econômico,econômico
ser,Era
aprovar,aprovada
massa,massa
iniciar,iniciar
colocar,colocou
prever,previsto
utilização,utilização
limpeza,limpeza
precisar,precisamos
investidor,investidores
