Morph-lemma,Morph-inflection
marzo,marzo
diciembre,diciembre
seis,seis
dinero,dinero
paso,paso
partido,partidos
medida,medidas
ministro,ministro
Tras,Tras
septiembre,septiembre
uso,uso
cargo,cargo
cabo,cabo
euros,euros
buen,buena
precio,precio
medida,medida
provincia,provincia
junio,junio
varios,varias
encuentro,encuentro
Cuando,Cuando
desarrollo,desarrollo
hacer,hecho
local,local
ley,ley
sólo,sólo
problema,problema
carrera,carrera
llegar,llegó
él,los
espacio,espacio
noviembre,noviembre
medio,medios
serie,serie
octubre,octubre
dólares,dólares
semana,semanas
explicar,explicó
actual,actual
ir,van
falta,falta
dar,da
producto,productos
calidad,calidad
ciento,ciento
director,director
julio,julio
capital,capital
jornada,jornada
yo,Me
Durante,Durante
futuro,futuro
mayo,mayo
nuevo,nuevas
ser,Fue
actividad,actividad
ahora,Ahora
uno,unas
agregar,agregó
yo,nosotros
pesar,pesar
evitar,evitar
prensa,prensa
Entre,Entre
nombre,nombre
actividad,actividades
cuerpo,cuerpo
ambos,ambos
aumento,aumento
condición,condiciones
realizar,realizar
igual,igual
realidad,realidad
afirmar,afirmó
muerte,muerte
febrero,febrero
haber,haya
acción,acciones
calle,calle
comunidad,comunidad
principal,principal
inflación,inflación
alto,alto
ir,ir
tal,tal
agosto,agosto
riesgo,riesgo
primero,primeros
joven,jóvenes
aquí,aquí
compañía,compañía
parecer,parece
todavía,todavía
obra,obra
línea,línea
abril,abril
Aunque,Aunque
querer,quiere
evento,evento
producción,producción
tener,tendrá
equipo,equipos
nuestro,nuestros
comunicado,comunicado
qué,Qué
oficial,oficial
oportunidad,oportunidad
ser,sería
pueblo,pueblo
usuario,usuarios
tener,tenido
resultado,resultados
claro,claro
experiencia,experiencia
campaña,campaña
cantidad,cantidad
menor,menor
trabajador,trabajadores
mejor,mejores
deber,deben
política,política
anterior,anterior
valor,valor
municipio,municipio
ese,esos
cuanto,cuanto
crisis,crisis
trabajar,trabajar
hacer,haciendo
inicio,inicio
control,control
violencia,violencia
público,pública
hecho,hechos
ahí,ahí
camino,camino
haber,habían
fuera,fuera
ninguno,ningún
esperar,espera
reunión,reunión
quedar,quedó
área,área
mayor,mayores
internacional,internacional
anunciar,anunció
derecho,derecho
vecino,vecinos
respuesta,respuesta
capacidad,capacidad
él,ellas
energía,energía
mano,mano
resto,resto
resultado,resultado
estar,estuvo
fuerte,fuerte
presencia,presencia
destacar,destacó
sociedad,sociedad
salir,salir
alrededor,alrededor
primero,primero
posibilidad,posibilidad
especial,especial
comenzar,comenzó
expresar,expresó
buen,buen
ayer,ayer
venir,viene
ser,serán
dejar,dejó
plan,plan
propio,propio
ir,vamos
necesario,necesario
mensaje,mensaje
víctima,víctima
conjunto,conjunto
policía,policía
tomar,tomar
poder,pudo
último,últimas
difícil,difícil
ex,ex
recurso,recursos
estar,estaban
poder,pueda
proyecto,proyectos
familia,familias
club,club
llevar,lleva
yo,Yo
informe,informe
hijo,hijos
pesos,pesos
dejar,dejar
hijo,hijo
gestión,gestión
único,único
fútbol,fútbol
luego,Luego
pareja,pareja
poder,podemos
haber,hubo
crecimiento,crecimiento
plazo,plazo
fiscal,fiscal
ayuda,ayuda
pasar,pasar
participación,participación
líder,líder
acceso,acceso
adelante,adelante
idea,idea
trabajar,trabajando
local,locales
mundial,mundial
base,base
principal,principales
grupo,grupos
vehículo,vehículo
gracias,gracias
llevar,llevar
poner,poner
Mientras,Mientras
alguno,alguna
obra,obras
ya,Ya
permitir,permite
causa,causa
modelo,modelo
mal,mal
jefe,jefe
madre,madre
ese,esas
economía,economía
red,red
hombre,hombres
mantener,mantener
siete,siete
poder,puedan
ese,Eso
víctima,víctimas
saber,saber
hacer,hacen
orden,orden
jugador,jugadores
elección,elecciones
hoy,Hoy
recibir,recibió
padre,padre
organización,organización
momento,momentos
defensa,defensa
interés,interés
estar,estará
presente,presente
mucho,mucha
alto,alta
alguno,algún
campo,campo
después,Después
nadie,nadie
político,político
encontrar,encuentran
cual,cuales
inversión,inversión
hablar,hablar
ciudadano,ciudadanos
político,política
fuerza,fuerza
marco,marco
ataque,ataque
haber,habrá
ocho,ocho
modo,modo
económico,económica
estar,estado
éxito,éxito
ninguno,ninguna
haber,habría
impacto,impacto
todo,Todo
mejorar,mejorar
victoria,victoria
territorio,territorio
propio,propia
puesto,puesto
compromiso,compromiso
más,Más
importante,importantes
fuego,fuego
propuesta,propuesta
favor,favor
estadounidense,estadounidense
realizar,realizó
volver,volver
Hasta,Hasta
acción,acción
imagen,imagen
estudio,estudio
dar,dado
haber,he
vuelta,vuelta
jugador,jugador
ser,eran
lograr,logró
acto,acto
agente,agentes
libertad,libertad
llevar,llevó
allá,allá
jugar,jugar
palabra,palabras
marcha,marcha
buscar,busca
vehículo,vehículos
miembro,miembros
grande,grande
ganar,ganar
tarjeta,tarjeta
enfermedad,enfermedad
allí,allí
gobernador,gobernador
cambio,cambios
interior,interior
obstante,obstante
luz,luz
escenario,escenario
estar,Estamos
fuerza,fuerzas
venta,venta
clave,clave
encontrar,encontrar
verdad,verdad
libre,libre
cara,cara
verano,verano
llegada,llegada
pasar,pasó
ver,visto
necesidad,necesidad
pedir,pidió
opción,opción
comentar,comentó
zona,zonas
política,políticas
tema,temas
alimento,alimentos
yo,mí
amigo,amigos
prueba,prueba
edición,edición
música,música
saber,sabe
sector,sectores
español,español
calle,calles
ruso,ruso
alcalde,alcalde
lucha,lucha
mitad,mitad
especialmente,especialmente
comunicación,comunicación
salida,salida
hacer,hicieron
importancia,importancia
central,central
viaje,viaje
máximo,máximo
demanda,demanda
producto,producto
paciente,pacientes
creer,creo
justicia,justicia
menor,menores
poder,podrán
estar,estoy
plataforma,plataforma
gas,gas
detalle,detalles
existir,existe
recibir,recibir
metro,metros
construcción,construcción
amor,amor
familiar,familiares
presentar,presentó
ir,iba
titular,titular
posición,posición
mediante,mediante
llegar,llega
siguiente,siguiente
gol,gol
actualmente,actualmente
entidad,entidad
imagen,imágenes
ser,sean
etapa,etapa
entrevista,entrevista
No,No
video,video
próximo,próximos
derecho,derechos
técnico,técnico
cliente,clientes
poder,podrían
localidad,localidad
consumo,consumo
educación,educación
mandatario,mandatario
hospital,hospital
ofrecer,ofrece
iniciativa,iniciativa
estudiante,estudiantes
elemento,elementos
militar,militar
municipal,municipal
motivo,motivo
poder,podrá
contar,contó
único,única
mi,mis
pasado,pasada
funcionario,funcionarios
ver,ve
conflicto,conflicto
cabeza,cabeza
pago,pago
transporte,transporte
decir,dicho
marca,marca
tener,tengo
apenas,apenas
cierto,cierto
cómo,Cómo
entrada,entrada
sur,sur
kilómetro,kilómetros
prueba,pruebas
diferencia,diferencia
cumplir,cumplir
asegurar,asegura
añadir,añadió
lista,lista
delito,delito
padre,padres
hija,hija
parte,partes
atrás,atrás
hacer él,hacerlo
título,título
crear,crear
encima,encima
fuente,fuentes
protección,protección
seguro,seguro
duda,duda
tercero,tercera
mantener,mantiene
profesional,profesional
tecnología,tecnología
torneo,torneo
declarar,declaró
económico,económico
lograr,lograr
explicar,explica
quedar,queda
profesional,profesionales
distinto,distintos
vía,vía
declaración,declaraciones
ocurrir,ocurrió
oposición,oposición
secretario,secretario
contar,contar
unidad,unidad
lugar,lugares
bastante,bastante
juicio,juicio
selección,selección
político,políticos
pasar,pasa
color,color
ayudar,ayudar
arma,armas
nuestro,nuestras
seguir,siguen
alguien,alguien
vivienda,vivienda
accidente,accidente
responsabilidad,responsabilidad
cantante,cantante
ocasión,ocasiones
pagar,pagar
distinto,distintas
médico,médico
trabajo,trabajos
formación,formación
papel,papel
nivel,niveles
manifestar,manifestó
versión,versión
tampoco,tampoco
web,web
incremento,incremento
entrega,entrega
tercer,tercer
realmente,realmente
institución,institución
ser,Son
sede,sede
centro,centros
ingreso,ingresos
este,Estos
disfrutar,disfrutar
finalmente,Finalmente
institución,instituciones
buscar,buscar
norte,norte
contexto,contexto
barrio,barrio
materia,materia
dar,dieron
conseguir,conseguir
tu,tus
cifra,cifra
película,película
poner,puso
fácil,fácil
tener,tenga
confirmar,confirmó
espacio,espacios
visita,visita
sitio,sitio
cierre,cierre
diario,diario
cambiar,cambiar
público,públicos
ganar,ganó
laboral,laboral
contrato,contrato
aplicación,aplicación
mil,miles
real,real
razón,razón
sostener,sostuvo
yo,Nos
llamado,llamado
argentino,argentino
incluir,incluye
unidad,unidades
terminar,terminó
prisión,prisión
primero,primeras
responsable,responsable
decidir,decidió
presentación,presentación
administración,administración
estar,esté
común,común
confianza,confianza
necesitar,necesita
aquel,aquellos
amarillo,amarilla
ser,fuera
instalación,instalaciones
mismo,mismos
Ante,Ante
vivir,vivir
es,es
señalar,señala
disposición,disposición
ciudad,ciudades
considerar,considera
salir,salió
generar,generar
ocasión,ocasión
peso,peso
próximo,próxima
dirección,dirección
industria,industria
significar,significa
compra,compra
representar,representa
oferta,oferta
principio,principio
él,Le
operación,operación
pronto,pronto
reforma,reforma
dejar,deja
bueno,bueno
dosis,dosis
mexicano,mexicano
deber,debería
él,las
compañero,compañeros
diez,diez
necesidad,necesidades
diálogo,diálogo
comunidad,comunidades
estrategia,estrategia
reducir,reducir
paz,paz
quién,quién
estatal,estatal
nueve,nueve
movimiento,movimiento
electoral,electoral
artista,artista
internacional,internacionales
finalmente,finalmente
función,función
negocio,negocio
obtener,obtener
comprar,comprar
curso,curso
poder,puedes
ambiente,ambiente
Que,Que
pasar,pasado
estudio,estudios
estadio,estadio
periodista,periodista
tiempo,tiempos
supuesto,supuesto
participar,participar
cuarto,cuarto
periodo,periodo
gol,goles
Sobre,Sobre
origen,origen
género,género
poco,pocos
aire,aire
presidenta,presidenta
oficial,oficiales
pensar,pensar
relación,relaciones
grave,grave
cosa,cosa
recuperación,recuperación
euro,euros
él,sí
vista,vista
medio,media
alcanzar,alcanzar
perder,perdió
escribir,escribió
municipio,municipios
televisión,televisión
emergencia,emergencia
experto,expertos
vacunación,vacunación
ambos,ambas
solución,solución
triunfo,triunfo
volver,volvió
tierra,tierra
referencia,referencia
cuestión,cuestión
niño,niño
mostrar,muestra
conductor,conductor
encontrar,encontraba
poder,podía
iniciar,inició
recibir,recibido
juez,juez
querer,quieren
tener,tuvieron
organización,organizaciones
delito,delitos
entrenador,entrenador
tener,tendrán
esfuerzo,esfuerzo
querer,queremos
voto,votos
este,Estas
pese,pese
escuela,escuela
presentar,presenta
análisis,análisis
mesa,mesa
esperar,esperar
todo,Todos
actor,actor
opción,opciones
operación,operaciones
mostrar,mostró
continuar,continuar
peor,peor
contrario,contrario
popular,popular
área,áreas
natural,natural
presentar,presentar
tener,tenían
uno,Uno
objetivo,objetivos
búsqueda,búsqueda
fondo,fondos
llegar,llegado
ruso,rusa
par,par
federal,federal
reciente,reciente
hacer,hará
promedio,promedio
completo,completo
hacer,Hace
recordar,recordó
fondo,fondo
militar,militares
campeón,campeón
entorno,entorno
noticia,noticia
garantizar,garantizar
llegar,llegaron
decisión,decisiones
tratamiento,tratamiento
lluvia,lluvias
continuar,continúa
fundamental,fundamental
cuenta,cuentas
sesión,sesión
denuncia,denuncia
dicho,dicho
particular,particular
categoría,categoría
siglo,siglo
efecto,efectos
material,material
existir,existen
positivo,positivo
efecto,efecto
tasa,tasa
funcionario,funcionario
fase,fase
presión,presión
plan,planes
oportunidad,oportunidades
contacto,contacto
libro,libro
entrar,entrar
mano,manos
corazón,corazón
recordar,recordar
presupuesto,presupuesto
intervención,intervención
decir,dicen
ese,Ese
destino,destino
cultura,cultura
tener,Tenemos
habitante,habitantes
familiar,familiar
cifra,cifras
pequeño,pequeño
torno,torno
ver,vio
época,época
acceder,acceder
virus,virus
gustar,gusta
indicar,indica
daño,daños
evento,eventos
superior,superior
ser,somos
caída,caída
poder,podido
poner,pone
empleado,empleados
registrar,registró
creer,cree
dar,dan
usar,usar
sanción,sanciones
portavoz,portavoz
pequeño,pequeños
intención,intención
organismo,organismo
fuerte,fuertes
activo,activos
doble,doble
invasión,invasión
competencia,competencia
programa,programas
digital,digital
detrás,detrás
final,finales
altura,altura
seguidor,seguidores
democracia,democracia
hablar,habla
colaboración,colaboración
dar él,darle
máximo,máxima
candidato,candidato
fiesta,fiesta
diverso,diversas
representante,representantes
coronavirus,coronavirus
aproximadamente,aproximadamente
español,española
tener,tengan
ataque,ataques
ministra,ministra
vivienda,viviendas
empleo,empleo
voz,voz
puerta,puerta
diseño,diseño
debate,debate
suponer,supone
público,públicas
contenido,contenido
gran,Gran
perder,perder
realizar,realiza
deuda,deuda
comercial,comercial
demá,demás
peligro,peligro
realizar,realizará
teléfono,teléfono
médico,médicos
respeto,respeto
actualidad,actualidad
global,global
policial,policial
publicar,publicó
beneficio,beneficios
tomar,tomó
tratar,tratar
velocidad,velocidad
directamente,directamente
discurso,discurso
régimen,régimen
anterior,anteriores
decir,dijeron
década,décadas
creación,creación
ejercicio,ejercicio
costo,costo
diverso,diversos
ruso,rusos
nacional,nacionales
situación,situaciones
dar,dando
haber,Ha
proceso,procesos
firma,firma
hablar,habló
banda,banda
texto,texto
miedo,miedo
provincial,provincial
madrugada,madrugada
ubicado,ubicado
querer,quiero
sacar,sacar
dicho,dicha
posible,posibles
detallar,detalló
frontera,frontera
asistencia,asistencia
pena,pena
lejos,lejos
cita,cita
ese,Esa
domicilio,domicilio
puerta,puertas
vivir,vive
blanco,blanco
dónde,dónde
plaza,plaza
suerte,suerte
sexual,sexual
cada,Cada
clase,clases
dolor,dolor
noticia,noticias
entonces,Entonces
destacar,destaca
dejar,dejado
deber,debemos
hogar,hogar
término,términos
ciudadanía,ciudadanía
histórico,histórico
disponible,disponible
cadena,cadena
totalmente,totalmente
identidad,identidad
documento,documento
ruta,ruta
regional,regional
artículo,artículo
rápido,rápido
junto,juntos
publicación,publicación
agencia,agencia
afirmar,afirma
legal,legal
señalar,señalado
arma,arma
generación,generación
mensaje,mensajes
bajo,baja
deporte,deporte
poder,puedo
ingreso,ingreso
puesto,puestos
audiencia,audiencia
exterior,exterior
diputado,diputado
ir,voy
pequeño,pequeña
autoridad,autoridad
región,regiones
página,página
rival,rival
recuperar,recuperar
pie,pie
hermano,hermano
valor,valores
opinión,opinión
elección,elección
utilizar,utilizar
ser,soy
enorme,enorme
consecuencia,consecuencia
venta,ventas
alumno,alumnos
poner,puesto
buena,buenas
interés,intereses
diferente,diferente
previsto,previsto
niña,niñas
convertir,convirtió
mínimo,mínimo
temperatura,temperatura
pedir,pide
judicial,judicial
carga,carga
edificio,edificio
labor,labor
similar,similar
grado,grados
integrante,integrantes
creer,Creo
conocimiento,conocimiento
debajo,debajo
concluir,concluyó
estar,estarán
querer,quería
contar,cuentan
regreso,regreso
suficiente,suficiente
resolución,resolución
morir,murió
sistema,sistemas
presente,presentes
comercio,comercio
sueño,sueño
ucraniano,ucraniano
cuidado,cuidado
animal,animales
inmediato,inmediato
minuto,minuto
cuyo,cuyo
propiedad,propiedad
reconocimiento,reconocimiento
estar,Estoy
comida,comida
juego,juegos
comisión,comisión
recordar,recuerda
atender,atender
aumentar,aumentar
adulto,adultos
requerir,requiere
operativo,operativo
duda,dudas
es,Es
líder,líderes
incendio,incendio
escuela,escuelas
propuesta,propuestas
función,funciones
estilo,estilo
período,período
turismo,turismo
síntoma,síntomas
crimen,crimen
premio,premio
tendencia,tendencia
deber,deberá
otro,Otro
departamento,departamento
conferencia,conferencia
ofrecer,ofrecer
otra,otra
producir,produjo
planta,planta
dos,Dos
sufrir,sufrió
casa,casas
fuente,fuente
esposa,esposa
distancia,distancia
corrupción,corrupción
foto,foto
construir,construir
ventaja,ventaja
sumar,suma
estar,Está
revelar,reveló
golpe,golpe
mar,mar
periodista,periodistas
recientemente,recientemente
pérdida,pérdida
artista,artistas
municipal,municipales
consecuencia,consecuencias
razón,razones
tener,teniendo
advertir,advirtió
celebración,celebración
entender,entender
preocupación,preocupación
nuevamente,nuevamente
terminar,terminar
tener,tienes
ocurrir,ocurre
actriz,actriz
comentario,comentarios
derecha,derecha
estar,estén
beneficio,beneficio
declaración,declaración
isla,isla
ámbito,ámbito
auto,auto
solución,soluciones
prever,prevé
justo,justo
empezar,empezó
trabajar,trabaja
herido,heridos
foto,fotos
a,A
conocido,conocido
aquel,aquel
gobierno,gobiernos
estado,estados
ciclo,ciclo
Porque,Porque
mercado,mercados
escena,escena
buscar,buscan
sentencia,sentencia
responsable,responsables
elegir,elegir
agenda,agenda
incluso,Incluso
cáncer,cáncer
afectado,afectados
penal,penal
ir,ido
infraestructura,infraestructura
terreno,terreno
nuevo,Nuevo
grave,graves
coche,coche
delantero,delantero
herramienta,herramientas
tráfico,tráfico
abogado,abogado
siquiera,siquiera
informar,informaron
pasar,pasando
recorrido,recorrido
pleno,pleno
esperar,esperan
actuación,actuación
impuesto,impuestos
apuntar,apuntó
anuncio,anuncio
negocio,negocios
volver,vuelve
contagio,contagios
reconocer,reconoció
década,década
múltiple,múltiples
pedir,pedir
entidad,entidades
demasiado,demasiado
muerto,muertos
representante,representante
material,materiales
concreto,concreto
suelo,suelo
amigo,amigo
paso,pasos
productor,productores
responder,respondió
espera,espera
considerar,consideró
solamente,solamente
intento,intento
migrant,migrantes
tipo,tipos
haber,Hemos
antes,Antes
apertura,apertura
investigador,investigadores
principalmente,principalmente
saber,sé
deber,deberán
generar,genera
característica,características
detención,detención
rápidamente,rápidamente
canción,canción
esfuerzo,esfuerzos
mi,Mi
avanzar,avanzar
su,Sus
avance,avance
empezar,empezar
temperatura,temperaturas
cargo,cargos
gasto,gasto
pantalla,pantalla
permitir,permitirá
cárcel,cárcel
saber,sabemos
futbolista,futbolista
compartir,compartir
arte,arte
carácter,carácter
daño,daño
rendimiento,rendimiento
caer,cayó
directo,directo
cultural,cultural
civil,civiles
resolver,resolver
veces,veces
próximo,próximas
llevar,llevado
estadounidense,estadounidenses
proteger,proteger
ruso,rusas
disponible,disponibles
vacuna,vacunas
ojo,ojos
policía,policías
largo,larga
figura,figura
encontrar,encontró
completamente,completamente
arriba,arriba
superar,superar
informar,informado
destacar,destacar
cámara,cámaras
reporte,reporte
autor,autor
vacación,vacaciones
muestra,muestra
probable,probable
presidencial,presidencial
necesitar,necesitan
dólar,dólar
ritmo,ritmo
palabra,palabra
parecer,parecer
realizar,realizado
río,río
desarrollar,desarrollar
lanzamiento,lanzamiento
tarea,tarea
lesión,lesiones
perfil,perfil
causa,causas
récord,récord
amonestar,amonestado
explicar,explicado
solo,sola
derrota,derrota
privado,privado
forma,formas
buscar,buscando
izquierda,izquierda
haber,hubiera
estar,estuvieron
humano,humano
clase,clase
mostrar,muestran
petróleo,petróleo
buen,buenos
hacer,haga
vacuna,vacuna
corto,corto
propio,propios
actualmente,Actualmente
O,O
investigación,investigaciones
hacer,hacía
registro,registro
presentar,presentado
apuntar,apunta
robo,robo
enfermedad,enfermedades
dirigente,dirigente
realizar,realizaron
número,números
convertir,convertido
nota,nota
feliz,feliz
baja,baja
muerte,muertes
condición,condición
cerrar,cerrar
cuál,cuál
tarea,tareas
abrir,abrir
venir,vienen
convocatoria,convocatoria
factor,factores
exposición,exposición
siempre,Siempre
gasto,gastos
mencionar,mencionó
establecer,establecer
funcionamiento,funcionamiento
alguno,Algunos
horario,horario
directora,directora
móvil,móvil
canal,canal
encuentro,encuentros
trimestre,trimestre
pese,Pese
calor,calor
cine,cine
anual,anual
naturaleza,naturaleza
normal,normal
lograr,logrado
llamar,llamó
alcanzar,alcanzó
visión,visión
miembro,miembro
precisar,precisó
u,u
mantenimiento,mantenimiento
esperanza,esperanza
llevar,llevan
ropa,ropa
referir,refirió
aspecto,aspectos
cuarto,cuarta
capaz,capaz
pueblo,pueblos
delante,delante
línea,líneas
prácticamente,prácticamente
llegar,llegan
detener,detenido
piel,piel
simplemente,simplemente
ingresar,ingresar
trayectoria,trayectoria
quedar,quedaron
comenzar,comenzaron
carretera,carretera
candidato,candidatos
crítica,críticas
llevar,llevará
mandato,mandato
tránsito,tránsito
tradicional,tradicional
carta,carta
posibilidad,posibilidades
producir,produce
pasajero,pasajeros
hogar,hogares
vivo,vivo
comenzar,comenzar
alerta,alerta
invierno,invierno
acto,actos
ubicado,ubicada
recién,recién
negro,negro
alto,altos
duro,duro
riesgo,riesgos
personaje,personaje
habitual,habitual
ola,ola
cuadro,cuadro
humanos,humanos
derechos,derechos
apoyar,apoyar
haber,hayan
poder,pudieron
fecha,fechas
asunto,asunto
celebrar,celebra
vídeo,vídeo
cuyo,cuya
intentar,intentar
ver,ven
correspondiente,correspondiente
idea,ideas
registrar,registraron
duelo,duelo
discusión,discusión
aparecer,aparece
soler,suele
parque,parque
verde,verde
allí,Allí
lluvia,lluvia
escuchar,escuchar
suministro,suministro
clima,clima
comienzo,comienzo
millón,millón
seguir,seguirá
iniciar,iniciar
voto,voto
práctica,práctica
estructura,estructura
personaje,personajes
aquí,Aquí
canción,canciones
lanzar,lanzó
potencial,potencial
error,error
cielo,cielo
gracias,Gracias
tanto,tantos
memoria,memoria
pregunta,pregunta
saber,saben
resultar,resulta
estar,estaría
cámara,cámara
positivo,positivos
avenida,avenida
participante,participantes
subrayar,subrayó
acuerdo,acuerdos
resultar,resultó
peso,pesos
quedar,quedan
provincia,provincias
asesinato,asesinato
trasladar,trasladado
tropa,tropas
niña,niña
empresario,empresarios
voluntad,voluntad
dirigente,dirigentes
decir,decía
reducción,reducción
ser,Será
imposible,imposible
actuar,actuar
oficina,oficina
pretender,pretende
poco,pocas
plataforma,plataformas
vivir,viven
lograr,lograron
expresidente,expresidente
mejora,mejora
rueda,rueda
eléctrico,eléctrica
hacer él,hacerse
alto,altas
segundo,segundos
informar,informa
comenzar,comienza
realizar,realizando
diputado,diputados
cancha,cancha
instalación,instalación
marca,marcas
malo,mala
quedar,quedado
permanente,permanente
resaltar,resaltó
comparación,comparación
Del,Del
comercial,comerciales
usuario,usuario
dar,dará
abierto,abierta
médico,médica
establecer,establece
físico,física
principios,principios
oro,oro
español,españoles
civil,civil
afectar,afecta
modelo,modelos
premio,premios
viaje,viajes
caer,caer
concierto,concierto
perder,perdido
convertir él,convertirse
fallecer,falleció
inversión,inversiones
solicitud,solicitud
yo,Nosotros
marcar,marcó
artículo,artículos
popular,populares
misión,misión
enfrentar,enfrentar
claro,clara
rápido,rápida
pregunta,preguntas
permitir,permitió
carrera,carreras
abrir,abrió
compartir,compartió
porcentaje,porcentaje
socio,socios
entrada,entradas
efectivo,efectivos
alza,alza
policial,policiales
tamaño,tamaño
incidente,incidente
turno,turno
ucraniano,ucranianos
llamado,llamada
asegurar,asegurado
actual,actuales
planeta,planeta
fin,fines
denuncia,denuncias
chico,chicos
distrito,distrito
motivo,motivos
video,videos
acerca,acerca
venezolano,venezolano
propósito,propósito
documento,documentos
vida,vidas
encontrar,encontraron
dispositivo,dispositivo
crédito,crédito
combate,combate
tener,Tiene
visitante,visitantes
defender,defender
mostrar,mostrar
historia,historias
pelea,pelea
francés,francés
nación,nación
realizar,realizan
piso,piso
anunciar,anunciado
corresponder,corresponde
inicial,inicial
película,películas
fiscal,fiscales
musical,musical
tribunal,tribunal
complejo,complejo
balón,balón
acusado,acusado
evolución,evolución
mental,mental
avión,avión
implicar,implica
humano,humanos
negociación,negociaciones
cero,cero
ofrecer,ofrecen
