Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
maj,maj,378,336,1142
finnas,fanns,53,337,1138
själv,själva,121,338,1137
ned,ned,384,339,1136
slut,slutet,162,340,1134
total,totalt,268,341,1124
ryssland,rysslands,93,342,1120
anse,anser,266,343,1116
egen,egen,159,344,1116
vilken,vilka,87,345,1116
direkt,direkt,361,346,1114
amerikansk,amerikanska,322,347,1110
stå,stod,89,348,1110
därmed,därmed,390,349,1109
uppge,uppger,217,350,1107
gammal,gamla,148,351,1106
medi,medier,386,352,1106
lång,lång,171,353,1105
ung,unga,210,354,1102
lag,laget,123,355,1101
hoppas,hoppas,363,356,1099
dag,dagen,66,357,1099
månad,månader,152,358,1086
känna,känner,238,359,1085
the,the,403,360,1082
komma,kommit,29,361,1081
november,november,406,362,1075
vi,vårt,16,363,1073
böra,bör,179,364,1067
brott,brott,335,365,1062
rapportera,rapporterar,234,366,1061
juni,juni,414,367,1058
riktig,riktigt,297,368,1058
sju,sju,415,369,1057
april,april,416,370,1056
kort,kort,286,371,1053
poäng,poäng,372,372,1050
viktig,viktigt,129,373,1049
land,landets,74,374,1046
uppgift,uppgifter,237,375,1044
antal,antalet,216,376,1043
februari,februari,423,377,1039
spelare,spelare,421,378,1039
nog,nog,424,379,1038
hög,höga,88,380,1035
enda,enda,426,381,1034
vilja,ville,57,382,1032
via,via,428,383,1032
folk,folk,287,384,1029
sjukhus,sjukhus,295,385,1029
precis,precis,430,386,1024
stad,staden,176,387,1022
börja,börjar,117,388,1016
alltså,alltså,432,389,1014
säga,sa,28,390,1010
fortsätta,fortsätta,113,391,1004
december,december,437,392,1002
vem,vem,439,393,1002
fråga,frågor,105,394,998
väg,vägen,135,395,997
se,såg,46,396,989
lämna,lämna,133,397,986
ihop,ihop,443,398,986
år,års,27,399,984
vecka,veckor,98,400,982
kännas,känns,441,401,980
idag,idag,445,402,979
säga,sade,28,403,975
jämföra,jämfört,327,404,973
januari,januari,448,405,973
du,dig,67,406,972
klar,klar,116,407,971
natt,natten,288,408,971
snart,snart,449,409,970
kvinna,kvinna,119,410,966
klubb,klubben,244,411,964
förslag,förslag,274,412,960
man,män,23,413,960
omkring,omkring,454,414,958
kommande,kommande,455,415,957
fortsätta,fortsatt,113,416,955
hög,hög,88,417,952
åtta,åtta,457,418,951
tisdag,tisdagen,293,419,950
onsdag,onsdagen,298,420,942
fast,fast,405,421,942
johan,johan,461,422,940
dn,dn,462,423,940
skola,skolan,18,424,937
september,september,463,425,936
politisk,politiska,257,426,935
verkligen,verkligen,466,427,933
torsdag,torsdagen,251,428,930
spela,spelar,107,429,927
e,e,467,430,926
fredag,fredagen,224,431,924
måndag,måndagen,272,432,923
vänta,väntar,141,433,922
särskilt,särskilt,470,434,921
juli,juli,471,435,918
gävle,gävle,465,436,918
två,andra,50,437,917
lite,mindre,85,438,917
par,par,370,439,917
varandra,varandra,456,440,915
val,valet,220,441,915
dag,dagens,66,442,909
möjlig,möjligt,341,443,900
social,sociala,399,444,899
område,området,202,445,898
helg,helgen,324,446,891
vänta,väntas,141,447,878
arbete,arbete,265,448,876
extra,extra,488,449,875
augusti,augusti,483,450,874
hittills,hittills,490,451,873
säga,sagt,28,452,873
mången,flesta,180,453,871
bygga,bygga,140,454,871
heller,heller,493,455,868
däremot,däremot,494,456,868
egen,egna,159,457,868
gammal,äldre,148,458,866
oktober,oktober,495,459,866
kvinna,kvinnan,119,460,865
hög,högsta,88,461,863
misstänkt,misstänkt,385,462,851
krig,krig,154,463,850
igenom,igenom,497,464,850
lördag,lördagen,253,465,848
plats,platsen,97,466,846
ens,ens,500,467,846
värld,världens,151,468,844
anna,anna,499,469,842
dags,dags,503,470,842
putin,putin,505,471,839
verka,verkar,397,472,837
rad,rad,451,473,836
strax,strax,510,474,834
öka,ökat,112,475,832
fel,fel,481,476,830
land,land,74,477,830
liv,livet,172,478,823
tv,tv,514,479,820
sommar,sommaren,271,480,817
hand,hand,412,481,813
öka,öka,112,482,809
hård,hårt,305,483,809
bo,bor,325,484,808
antal,antal,216,485,804
beslut,beslutet,166,486,802
slå,slog,185,487,801
fråga,fråga,105,488,800
skapa,skapa,203,489,800
håll,håll,526,490,798
därefter,därefter,527,491,798
månad,månad,152,492,791
jobb,jobb,346,493,791
öka,ökar,112,494,789
visa,visade,99,495,789
säsong,säsong,143,496,789
egentligen,egentligen,540,497,787
internationell,internationella,337,498,786
vilken,vilken,87,499,785
kunna,kunnat,21,500,783
mål,målet,120,501,782
nej,nej,547,502,780
liten,mindre,132,503,778
södra,södra,542,504,778
meter,meter,513,505,777
parti,partiet,201,506,776
sak,saker,281,507,775
spela,spelade,107,508,775
form,form,433,509,772
hitta,hitta,170,510,770
fängelse,fängelse,523,511,769
hjälpa,hjälpa,310,512,764
istället,istället,560,513,762
ge,gav,90,514,760
samtlig,samtliga,563,515,760
nyligen,nyligen,564,516,757
endast,endast,565,517,755
bil,bil,200,518,754
ganska,ganska,570,519,752
stå,stå,89,520,752
bolag,bolag,157,521,751
boyta,boyta,571,522,751
tidning,tidningen,425,523,749
ukrain,ukraina,492,524,746
euro,euro,549,525,744
minska,minska,225,526,741
svar,svar,353,527,739
exempelvis,exempelvis,577,528,738
val,val,220,529,735
möjlighet,möjlighet,239,530,735
politik,politiker,250,531,735
svt,svt,582,532,734
ute,ute,583,533,733
död,död,343,534,731
läge,läget,349,535,731
sitta,sitter,259,536,728
vård,vård,360,537,726
steg,steg,504,538,725
viktig,viktig,129,539,724
borta,borta,590,540,723
försöka,försöker,195,541,722
öka,ökade,112,542,722
situation,situationen,316,543,720
jag,mitt,20,544,719
använda,använda,178,545,718
timme,timmar,365,546,717
kräva,krävs,232,547,715
åtgärd,åtgärder,484,548,713
pågå,pågår,392,549,711
spel,spel,334,550,710
krav,krav,436,551,710
kalla,kallade,155,552,710
match,matcher,101,553,709
pressmeddelande,pressmeddelande,554,554,708
all,all,45,555,707
visa,visa,99,556,707
hända,händer,294,557,707
behöva,behövs,100,558,705
namn,namn,418,559,703
vinna,vinna,367,560,701
kräva,kräver,232,561,695
tänka,tänker,199,562,693
lång,långa,171,563,692
behov,behov,460,564,690
familj,familjen,233,565,687
sluta,slutade,276,566,685
betala,betala,317,567,685
sen,sen,69,568,683
kritik,kritik,427,569,683
information,information,535,570,680
ibland,ibland,615,571,677
personal,personal,395,572,676
bra,bäst,56,573,676
framtid,framtiden,352,574,675
kraftig,kraftigt,355,575,674
roll,roll,440,576,674
barn,barnen,103,577,674
period,perioden,354,578,674
fokus,fokus,601,579,672
händels,händelsen,521,580,671
region,region,336,581,671
rysk,rysk,109,582,670
os,os,622,583,669
poli,polis,624,584,669
erik,erik,626,585,667
nära,närmare,147,586,666
meddela,meddelar,256,587,664
ifk,ifk,629,588,664
tidig,tidigt,73,589,663
arbeta,arbetar,261,590,662
ledare,ledare,553,591,662
bruka,brukar,538,592,659
lämna,lämnar,133,593,659
adress,adressen,543,594,659
söndag,söndagen,280,595,659
företag,företaget,149,596,658
ja,ja,609,597,657
lägga,lägga,194,598,656
lag,lagen,123,599,652
avgörande,avgörande,597,600,651
kvartal,kvartalet,512,601,650
mitt,mitt,387,602,650
hus,hus,136,603,650
central,centrala,478,604,650
norra,norra,638,605,650
sida,sidan,299,606,649
ifrån,ifrån,640,607,649
samhälle,samhället,410,608,648
lokal,lokala,285,609,648
ansvar,ansvar,502,610,643
mat,mat,551,611,643
viktig,viktiga,129,612,642
tyskland,tyskland,591,613,641
enkel,enkelt,411,614,641
välja,väljer,249,615,640
jobba,jobbar,315,616,638
skriva,skrev,86,617,638
ske,sker,229,618,638
faktisk,faktiskt,616,619,637
nå,nå,302,620,636
risk,risken,263,621,634
riskera,riskerar,567,622,633
el,el,555,623,633
betydlig,betydligt,657,624,632
regering,regering,128,625,632
leda,leder,181,626,632
risk,risk,263,627,632
sen,sent,69,628,631
köpa,köpa,308,629,631
sätta,sätta,258,630,631
tydlig,tydligt,320,631,630
röra,rör,419,632,630
meddela,meddelade,256,633,629
bild,bild,207,634,629
ställa,ställa,177,635,629
du,din,67,636,628
liten,liten,132,637,627
karlsson,karlsson,660,638,627
arbete,arbetet,265,639,626
magdalena,magdalena,667,640,625
mamma,mamma,507,641,621
främst,främst,487,642,620
liten,små,132,643,620
inflation,inflationen,469,644,619
börja,börja,117,645,617
betyda,betyder,585,646,617
god,god,321,647,616
fyra,fjärde,125,648,613
såväl,såväl,680,649,612
tur,tur,598,650,612
resultat,resultat,351,651,610
hot,hot,532,652,610
nio,nio,686,653,609
ekonomisk,ekonomiska,374,654,608
möte,mötet,368,655,608
spelar,spelaren,676,656,608
bil,bilen,200,657,608
fotboll,fotboll,552,658,606
tt,tt,691,659,606
sd,sd,693,660,604
marknad,marknaden,464,661,604
åka,åka,311,662,602
ungefär,ungefär,697,663,601
ligga,låg,127,664,601
allra,allra,700,665,600
hålla,höll,110,666,600
kommun,kommuner,94,667,598
aktien,aktien,705,668,597
stark,stark,208,669,597
riksdag,riksdagen,508,670,597
bygga,byggt,140,671,596
familj,familj,233,672,595
tänka,tänka,199,673,594
inne,inne,710,674,593
höst,hösten,377,675,593
verksamhet,verksamhet,323,676,592
lätt,lätt,459,677,592
kväll,kväll,333,678,591
ovan,ovan,709,679,590
elev,elever,417,680,589
besked,beskedet,376,681,588
sundsvall,sundsvall,656,682,586
skola,skola,18,683,585
energi,energi,643,684,584
pet,peter,696,685,582
försöka,försöka,195,686,580
följd,följd,636,687,579
division,division,682,688,578
leda,leda,181,689,577
satte,satte,729,690,576
if,if,730,691,576
anledning,anledning,447,692,575
någonsin,någonsin,731,693,575
new,new,732,694,574
lämna,lämnade,133,695,574
omfattande,omfattande,734,696,572
ulf,ulf,736,697,572
kund,kunder,435,698,571
bild,bilder,207,699,570
utveckling,utveckling,401,700,570
sån,sådan,284,701,569
anställd,anställda,569,702,568
jag,mina,20,703,566
höra,hör,303,704,564
uppdrag,uppdrag,556,705,564
rum,rum,699,706,564
boende,boende,707,707,563
möte,möte,368,708,562
egen,eget,159,709,561
område,områden,202,710,561
behöva,behöva,100,711,560
sida,sida,299,712,559
föll,föll,744,713,559
dra,drar,330,714,558
dit,dit,746,715,558
norge,norge,673,716,558
hög,högt,88,717,556
jobba,jobba,315,718,556
aik,aik,750,719,556
vatten,vatten,498,720,556
låg,lägre,306,721,555
fjol,fjol,751,722,555
full,fullt,420,723,554
åbo,åbo,752,724,553
aktie,aktier,482,725,553
igång,igång,754,726,551
besked,besked,376,727,551
ord,ord,434,728,550
vapen,vapen,726,729,549
gärna,helst,409,730,549
kin,kina,757,731,549
maria,maria,753,732,548
historia,historia,759,733,545
ställa,ställer,177,734,540
plan,planen,255,735,540
övrig,övriga,725,736,539
förälder,föräldrar,517,737,538
slå,slår,185,738,538
resa,resa,394,739,537
lång,längre,171,740,537
sommar,sommar,271,741,537
våld,våld,647,742,537
nuvarande,nuvarande,780,743,536
skada,skador,164,744,536
of,of,782,745,535
tack,tack,783,746,535
liknande,liknande,784,747,533
uttalande,uttalande,659,748,531
tränare,tränare,529,749,530
inträffa,inträffade,539,750,530
norsk,norska,689,751,527
aftonblad,aftonbladet,631,752,526
knappt,knappt,796,753,526
nivå,nivå,518,754,525
mord,mord,477,755,525
doll,dollar,797,756,525
samarbete,samarbete,594,757,525
börja,börjat,117,758,525
vladimir,vladimir,799,759,525
fall,fallet,153,760,524
ta,tas,38,761,523
regione,regionen,802,762,523
plats,platser,97,763,522
jönköping,jönköping,658,764,522
dra,dra,330,765,520
fredrik,fredrik,781,766,520
djurgårde,djurgården,805,767,520
leva,lever,347,768,519
parti,parti,201,769,519
gammal,gammal,148,770,519
finnas,finnas,53,771,519
pappa,pappa,613,772,518
oavsett,oavsett,806,773,518
stark,starkt,208,774,516
gärna,gärna,409,775,516
a,a,807,776,515
stad,stad,176,777,513
respektive,respektive,814,778,512
utveckling,utvecklingen,401,779,511
östersund,östersund,580,780,511
bil,bilar,200,781,510
partie,partier,815,782,509
moderat,moderaterna,630,783,508
politik,politik,250,784,506
liksom,liksom,826,785,506
mikael,mikael,766,786,506
positiv,positivt,396,787,505
lycka,lyckades,277,788,504
vanlig,vanligt,338,789,503
vår,våren,717,790,503
grov,grovt,509,791,502
andersson,andersson,813,792,502
lördag,lördag,253,793,502
kiev,kiev,834,794,501
följa,följa,267,795,500
säker,säkert,389,796,499
försäljning,försäljningen,525,797,498
rak,raka,545,798,497
start,start,625,799,496
daniel,daniel,821,800,496
europeisk,europeiska,684,801,495
veta,veta,173,802,495
känna,känna,238,803,494
sätta,sätter,258,804,494
dag,dagarna,66,805,494
konstatera,konstaterar,479,806,493
tills,tills,841,807,493
lämna,lämnat,133,808,493
spela,spelat,107,809,491
henrik,henrik,844,810,490
framåt,framåt,847,811,489
förutom,förutom,849,812,489
ander,anders,848,813,488
oro,oro,681,814,487
fn,fn,854,815,485
oklar,oklart,794,816,485
fungera,fungerar,475,817,484
tysk,tyska,653,818,484
rapport,rapport,391,819,483
motsvarande,motsvarande,857,820,483
leva,leva,347,821,483
twitt,twitter,837,822,482
myndighet,myndigheter,342,823,482
ledning,ledningen,511,824,481
socialdemokrat,socialdemokraterna,683,825,481
regering,regeringens,128,826,481
åland,åland,800,827,480
samtal,samtal,576,828,480
god,goda,321,829,480
prata,prata,373,830,479
räddningstjänst,räddningstjänsten,639,831,479
tag,tag,669,832,478
slå,slå,185,833,476
välja,valt,249,834,475
invånare,invånare,875,835,475
bild,bilden,207,836,475
stat,staten,557,837,474
läge,läge,349,838,473
följa,följer,267,839,473
plötslig,plötsligt,786,840,473
besök,besök,715,841,472
lärare,lärare,721,842,471
tillräcklig,tillräckligt,685,843,470
dom,dom,520,844,470
mitt,mitten,387,845,470
sak,sak,281,846,469
vänn,vänner,770,847,469
chef,chef,603,848,469
tvinga,tvingas,340,849,468
president,presidenten,191,850,468
centrum,centrum,885,851,467
ingå,ingår,593,852,467
nämligen,nämligen,894,853,466
skapa,skapar,203,854,466
spanien,spanien,895,855,466
musik,musik,599,856,465
resultat,resultatet,351,857,465
situation,situation,316,858,465
liten,lilla,132,859,465
numera,numera,898,860,464
redo,redo,899,861,463
m,m,855,862,463
påverka,påverkar,289,863,463
försök,försök,733,864,463
vilja,vilja,57,865,461
sverige,sveriges,879,866,460
verksamhet,verksamheten,323,867,460
kväll,kvällen,333,868,460
förslag,förslaget,274,869,458
stoppa,stoppa,438,870,458
lars,lars,882,871,457
gräns,gränsen,546,872,457
befinna,befinner,822,873,456
kontakt,kontakt,655,874,456
öka,ökad,112,875,455
skäl,skäl,749,876,455
stark,starka,208,877,454
dels,dels,914,878,454
möjlighet,möjligheter,239,879,453
chans,chansen,429,880,453
patient,patienter,531,881,453
använda,använder,178,882,453
hantera,hantera,586,883,452
medlem,medlemmar,568,884,452
full,full,420,885,451
seger,segern,588,886,450
hitta,hittades,170,887,450
bero,beror,724,888,449
köra,köra,362,889,449
klara,klara,422,890,448
svensk,svenskt,68,891,447
beskriva,beskriver,474,892,446
soldat,soldater,666,893,446
viss,viss,198,894,446
söndag,söndag,280,895,445
grupp,grupp,382,896,444
skillnad,skillnad,589,897,443
viktig,viktigaste,129,898,442
kalla,kalla,155,899,442
körde,körde,935,900,442
ekonomi,ekonomi,670,901,441
polis,polisens,102,902,441
göra,gjordes,34,903,441
eriksson,eriksson,938,904,439
johansson,johansson,929,905,439
vård,vården,360,906,439
se,ses,46,907,438
tala,talar,402,908,437
film,filmen,371,909,437
stefan,stefan,943,910,437
återig,återigen,945,911,436
driva,driver,468,912,435
prata,pratar,373,913,434
vänta,vänta,141,914,434
arbeta,arbeta,261,915,434
ni,er,252,916,432
del,delen,83,917,431
låta,låta,309,918,431
köpt,köpt,955,919,431
berätta,berätta,158,920,431
plan,plan,255,921,430
kä,kände,962,922,430
kristersson,kristersson,918,923,429
brande,branden,963,924,429
tal,tal,788,925,429
kontroll,kontroll,654,926,429
senast,senast,964,927,429
åka,åkte,311,928,428
framöver,framöver,970,929,427
värnamo,värnamo,971,930,427
utredning,utredning,453,931,426
säkerhet,säkerhet,702,932,424
andreas,andreas,968,933,424
flytta,flytta,345,934,423
uppge,uppges,217,935,422
sån,sådant,284,936,422
lycka,lyckas,277,937,422
bygga,bygger,140,938,421
ukraina,ukrainas,184,939,421
chans,chans,429,940,421
snarare,snarare,983,941,421
framtid,framtid,352,942,420
ge,gett,90,943,420
hälft,hälften,972,944,420
sån,sådana,284,945,419
lära,lära,476,946,418
dålig,dåligt,375,947,417
hända,hänt,294,948,417
allvarlig,allvarligt,446,949,417
beroende,beroende,991,950,416
visa,visat,99,951,416
civil,civila,808,952,416
landslag,landslaget,703,953,415
överens,överens,996,954,415
fredag,fredag,224,955,414
kommun,kommunens,94,956,414
spelarna,spelarna,978,957,414
bygga,byggdes,140,958,414
stanna,stanna,544,959,413
sakna,saknar,408,960,413
sälja,sälja,695,961,413
sitta,satt,259,962,413
alls,alls,997,963,413
fransk,franska,861,964,412
league,league,998,965,411
rejält,rejält,999,966,411
brittisk,brittiska,763,967,411
gälla,gällande,138,968,410
låta,låter,309,969,410
längs,längs,1002,970,410
hel,hel,91,971,409
hög,högst,88,972,409
ligga,ligga,127,973,409
starta,startade,350,974,408
utredning,utredningen,453,975,407
jobb,jobbet,346,976,407
pol,polen,906,977,406
bid,biden,884,978,406
kalla,kallas,155,979,406
använda,används,178,980,406
hamna,hamnar,393,981,406
leda,lett,181,982,406
marcus,marcus,1015,983,405
söka,söker,381,984,405
utifrån,utifrån,1017,985,405
välja,välja,249,986,405
östra,östra,1018,987,405
vara,vore,4,988,404
påverka,påverka,289,989,404
förstå,förstår,486,990,404
publik,publiken,645,991,404
peking,peking,1020,992,403
tolv,tolv,1009,993,403
annars,annars,1023,994,403
pris,priserna,175,995,403
kul,kul,984,996,403
period,period,354,997,403
ungdom,ungdomar,872,998,402
ena,ena,714,999,401
skola,skolor,18,1000,401
möta,möter,431,1001,400
vars,vars,1033,1002,400
sluta,sluta,276,1003,399
öppna,öppnar,348,1004,398
film,film,371,1005,398
problem,problemet,213,1006,398
varken,varken,1048,1007,397
höst,höst,377,1008,397
sanktion,sanktioner,942,1009,397
område,område,202,1010,397
lägga,lägger,194,1011,395
nationell,nationella,587,1012,394
zelenskyj,zelenskyj,1052,1013,394
borlänge,borlänge,1014,1014,393
bo,bo,325,1015,393
greps,greps,1054,1016,393
ske,ske,229,1017,393
flykting,flyktingar,862,1018,393
åtala,åtalas,679,1019,393
alternativ,alternativ,672,1020,392
sverigedemokraterna,sverigedemokraterna,940,1021,392
försöka,försökte,195,1022,392
liberal,liberalerna,677,1023,392
avtal,avtal,635,1024,391
are,arena,979,1025,391
nyhet,nyheter,579,1026,391
premiärminist,premiärminister,1062,1027,391
säljare,säljare,956,1028,391
