Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
ввесь,всі,118,257,1374
цей,цієї,19,258,1370
який,яке,10,259,1368
пункт,пунктів,130,260,1349
тис,тис,382,261,1341
рік,рік,49,262,1340
стати,стало,69,263,1337
увесь,усі,123,264,1333
збройний,збройних,185,265,1332
російський,російська,18,266,1327
час,часом,30,267,1327
український,український,26,268,1314
аби,аби,391,269,1314
повідомляти,повідомляв,147,270,1310
свій,свій,24,271,1306
листопад,листопада,324,272,1304
ситуація,ситуація,124,273,1303
можливість,можливість,188,274,1298
український,українського,26,275,1297
місце,місце,101,276,1296
вересень,вересня,307,277,1292
який,якого,10,278,1289
український,українська,26,279,1280
травень,травня,305,280,1278
ракета,ракет,103,281,1274
українець,українці,86,282,1270
вважати,вважає,178,283,1269
компанія,компанії,167,284,1267
експерт,експерт,215,285,1264
липень,липня,322,286,1263
той,той,17,287,1258
ворог,ворога,98,288,1254
робити,робити,148,289,1252
грудень,грудня,332,290,1251
продовжувати,продовжують,146,291,1249
участь,участь,251,292,1245
вдень,вдень,410,293,1238
бік,боку,230,294,1232
той,ті,17,295,1229
серпень,серпня,317,296,1226
почати,почали,161,297,1224
бойовий,бойових,173,298,1219
чому,чому,418,299,1218
обстріл,обстріли,110,300,1215
наш,нашої,42,301,1210
такий,таких,40,302,1206
робота,роботи,100,303,1202
український,української,26,304,1196
інфраструктура,інфраструктури,224,305,1194
два,дві,78,306,1187
далі,далі,428,307,1184
місто,місто,58,308,1179
повідомити,повідомили,88,309,1169
написати,написав,264,310,1168
перший,перший,76,311,1160
січень,січня,352,312,1157
зазначатися,зазначається,430,313,1157
підтримка,підтримку,182,314,1146
нібито,нібито,448,315,1131
тобто,тобто,454,316,1122
такий,такий,40,317,1119
повністю,повністю,456,318,1118
громадянин,громадян,234,319,1116
обстріл,обстрілів,110,320,1115
раз,разі,133,321,1110
одного,одного,463,322,1106
федерація,федерації,320,323,1099
квітень,квітня,364,324,1095
вона,неї,28,325,1093
час,часу,30,326,1090
система,системи,156,327,1090
теж,теж,466,328,1087
наприклад,наприклад,470,329,1087
який,якому,10,330,1086
червень,червня,381,331,1085
санкція,санкції,222,332,1085
територія,територію,60,333,1085
продовжувати,продовжує,146,334,1085
хоча,хоча,472,335,1084
євро,євро,473,336,1084
стати,став,69,337,1083
новий,нові,66,338,1082
новий,новий,66,339,1078
вдатися,вдалося,308,340,1077
себе,собі,107,341,1074
уж,уже,479,342,1074
справа,справ,183,343,1073
що,чого,3,344,1067
хотіти,хоче,113,345,1053
інформація,інформацію,137,346,1053
управління,управління,437,347,1051
армія,армія,153,348,1047
тож,тож,493,349,1047
країна,країні,44,350,1046
краще,краще,497,351,1042
гроші,гроші,314,352,1039
війна,війні,33,353,1039
влада,влада,200,354,1033
отримати,отримати,120,355,1032
жінка,жінка,170,356,1031
працювати,працювати,94,357,1028
гривня,гривень,355,358,1026
день,дні,47,359,1025
думка,думку,304,360,1025
ніщо,нічого,441,361,1023
цей,цьому,19,362,1021
ситуація,ситуацію,124,363,1020
артилерія,артилерії,361,364,1015
долар,доларів,342,365,1015
свій,своєму,24,366,1013
добре,добре,512,367,1011
особливо,особливо,513,368,1008
повинний,повинні,240,369,1006
удар,удару,102,370,1004
озброєння,озброєння,385,371,1002
працювати,працюють,94,372,1001
рада,ради,259,373,999
завдяки,завдяки,521,374,997
голова,голови,128,375,995
працювати,працює,94,376,995
район,районах,87,377,994
будинок,будинку,134,378,994
місце,місці,101,379,990
відновлення,відновлення,447,380,990
увесь,усіх,123,381,985
атака,атаки,236,382,985
щось,щось,452,383,983
доба,добу,249,384,982
кожний,кожен,145,385,978
отримати,отримали,120,386,976
світ,світ,116,387,976
різний,різних,229,388,974
ти,ти,267,389,973
людина,людина,48,390,969
напрямок,напрямках,104,391,967
стан,станом,177,392,965
млрд,млрд,540,393,959
намагатися,намагаються,136,394,958
ось,ось,541,395,958
вона,їй,28,396,954
житель,жителів,255,397,951
відбуватися,відбувається,311,398,950
період,період,429,399,949
рік,роки,49,400,948
повномасштабний,повномасштабного,237,401,946
позиція,позиції,204,402,945
служба,служби,242,403,942
можливо,можливо,548,404,942
такий,таким,40,405,941
проблема,проблеми,220,406,941
підтримка,підтримки,182,407,938
тривати,триває,209,408,938
казати,кажуть,140,409,938
деякий,деякі,283,410,937
вода,води,202,411,935
о,о,554,412,933
повідомляти,повідомляє,147,413,933
ніколи,ніколи,556,414,927
ракетний,ракетних,184,415,925
умова,умовах,216,416,923
свій,своє,24,417,922
швидко,швидко,563,418,917
світ,світі,116,419,914
одна,одна,569,420,910
склад,складу,195,421,909
розповісти,розповіла,97,422,909
військовий,військовий,35,423,907
три,трьох,150,424,900
змі,змі,583,425,896
людина,людини,48,426,896
поліція,поліції,362,427,894
загалом,загалом,585,428,892
чотири,чотири,386,429,886
група,групи,218,430,883
пояснити,пояснив,374,431,883
весь,весь,594,432,881
температура,температура,404,433,880
дитина,діти,81,434,880
момент,момент,368,435,876
річ,речі,371,436,875
ситуація,ситуації,124,437,874
окупований,окупованих,192,438,874
чоловік,чоловіка,109,439,873
часто,часто,604,440,872
місяць,місяців,144,441,869
підрозділ,підрозділи,219,442,869
зброя,зброю,151,443,869
газ,газу,347,444,866
чин,чином,597,445,865
місце,місця,101,446,863
ніхто,ніхто,436,447,863
такий,така,40,448,862
можливість,можливості,188,449,860
мережа,мережі,335,450,859
втрата,втрати,247,451,859
одразу,одразу,612,452,858
кінець,кінця,396,453,855
завдання,завдання,399,454,854
тисяча,тисячі,138,455,851
район,району,87,456,850
столиця,столиці,505,457,850
тиждень,тижня,172,458,847
такий,таке,40,459,847
інформація,інформацією,137,460,847
постачання,постачання,532,461,846
допомога,допомогою,89,462,845
який,якої,10,463,844
агресія,агресії,375,464,843
важливо,важливо,628,465,843
залишатися,залишається,289,466,840
instagram,instagram,633,467,840
стати,стати,69,468,840
місяць,місяць,144,469,839
лікарня,лікарні,421,470,836
свій,своєї,24,471,835
попри,попри,636,472,835
радник,радник,507,473,835
бути,будь,8,474,834
стати,стала,69,475,834
який,яким,10,476,824
результат,результаті,228,477,822
більшість,більшість,424,478,821
досі,досі,648,479,820
противник,противник,276,480,819
новий,нових,66,481,815
частина,частина,132,482,813
ніч,ніч,461,483,811
ua,ua,652,484,808
нині,нині,654,485,808
готовий,готові,248,486,805
перебувати,перебуває,191,487,805
великий,великої,90,488,804
мати,мати,32,489,802
сам,сам,663,490,796
хотіти,хочуть,113,491,794
намагатися,намагається,136,492,794
територія,територій,60,493,793
країна,країна,44,494,791
раз,раз,133,495,789
санкція,санкцій,222,496,788
частина,частину,132,497,786
згодом,згодом,675,498,786
область,областях,43,499,784
місяць,місяці,144,500,782
би,би,678,501,781
адміністрація,адміністрації,460,502,780
останній,останні,175,503,780
навчання,навчання,511,504,778
перший,перші,76,505,778
область,областей,43,506,775
кошти,кошти,680,507,775
влада,влади,200,508,774
територія,територіях,60,509,774
противник,противника,276,510,772
згідно,згідно,684,511,771
проведення,проведення,621,512,770
слово,слова,63,513,770
стати,стане,69,514,769
закликати,закликав,275,515,767
перемога,перемоги,235,516,765
компанія,компанія,167,517,764
допомогти,допомогти,256,518,764
лінія,лінії,388,519,762
загарбник,загарбники,325,520,760
земля,землі,336,521,759
видання,видання,550,522,759
окрім,окрім,696,523,759
змогти,зможуть,201,524,758
взагалі,взагалі,698,525,754
спочатку,спочатку,700,526,750
він,ним,13,527,750
новий,нового,66,528,749
російський,російськими,18,529,749
постійно,постійно,701,530,749
кордон,кордону,165,531,748
дані,дані,154,532,745
втрата,втрат,247,533,745
закордонний,закордонних,626,534,743
загиблих,загиблих,708,535,742
тиждень,тиждень,172,536,740
свій,своїм,24,537,740
вони,ними,15,538,740
менше,менше,455,539,739
бойовий,бойові,173,540,738
наш,нашу,42,541,737
одному,одному,713,542,736
розповідати,розповідає,398,543,736
захід,захід,158,544,736
донецький,донецької,312,545,735
умова,умови,216,546,734
подія,події,351,547,734
великий,велика,90,548,732
свій,своєю,24,549,724
стати,стали,69,550,724
використовувати,використовувати,258,551,724
цей,цій,19,552,724
їх,їх,732,553,723
вперше,вперше,734,554,721
facebook,facebook,737,555,720
глава,глава,435,556,719
мати,маємо,32,557,719
говорити,говорить,193,558,719
свій,своїй,24,559,718
організація,організації,358,560,716
інформація,інформація,137,561,716
говорити,говорити,193,562,713
увага,увагу,412,563,713
обстріл,обстрілу,110,564,712
приблизно,приблизно,744,565,710
перебувати,перебувають,191,566,710
досить,досить,749,567,710
хвилина,хвилин,451,568,709
могти,могли,25,569,707
необхідно,необхідно,750,570,707
частина,частини,132,571,706
мета,метою,360,572,705
ринок,ринку,503,573,705
вранці,вранці,754,574,702
мільйон,мільйонів,353,575,700
багато,багатьох,93,576,700
зустріч,зустрічі,394,577,699
вогонь,вогню,294,578,699
думати,думаю,339,579,699
будинок,будинків,134,580,697
сказати,сказала,67,581,697
розвідка,розвідки,373,582,697
трохи,трохи,763,583,697
обстріляли,обстріляли,765,584,696
збройний,збройні,185,585,695
мирний,мирних,272,586,695
заявити,заявили,80,587,694
будинок,будинок,134,588,693
міноборони,міноборони,770,589,693
такий,такого,40,590,691
загинути,загинули,268,591,691
будинок,будинки,134,592,690
міністр,міністра,141,593,689
кордон,кордон,165,594,689
наш,наша,42,595,687
захист,захисту,423,596,686
йти,йде,253,597,685
цивільний,цивільних,244,598,684
отримати,отримав,120,599,683
доба,доби,249,600,683
рівень,рівні,252,601,682
уряд,уряд,302,602,682
переговори,переговорів,359,603,682
вважати,вважають,178,604,681
декілька,декілька,601,605,678
запорізький,запорізької,328,606,676
відповідь,відповідь,520,607,676
народ,народу,372,608,675
матч,матчі,278,609,674
відбутися,відбудеться,238,610,672
активно,активно,791,611,672
центр,центру,210,612,672
наступний,наступного,298,613,672
удар,удари,102,614,672
напередодні,напередодні,793,615,670
стан,стан,177,616,670
слід,слід,593,617,669
свято,свято,401,618,669
скільки,скільки,789,619,668
це,цим,11,620,666
луганський,луганської,442,621,666
пізніше,пізніше,797,622,665
додому,додому,798,623,665
такий,таку,40,624,664
повітря,повітря,638,625,663
одним,одним,803,626,662
використання,використання,625,627,662
могти,можемо,25,628,661
система,систем,156,629,661
повідомити,повідомила,88,630,660
мешканець,мешканців,393,631,659
бути,будемо,8,632,658
офіс,офісу,500,633,657
жаль,жаль,785,634,657
херсонський,херсонської,384,635,656
усе,усе,581,636,655
минулий,минулого,326,637,655
воно,воно,419,638,655
знищити,знищили,318,639,654
км,км,820,640,651
ефір,ефірі,687,641,651
знайти,знайти,280,642,649
повідомлялося,повідомлялося,824,643,649
інформація,інформації,137,644,647
зсу,зсу,828,645,646
важко,важко,829,646,645
питання,питань,169,647,644
перемога,перемогу,235,648,644
місцевий,місцевих,197,649,644
наш,наш,42,650,643
писати,пише,306,651,643
година,години,301,652,642
відповідно,відповідно,831,653,642
поранення,поранення,635,654,641
історія,історії,343,655,641
підрозділ,підрозділів,219,656,635
забезпечення,забезпечення,715,657,633
нещодавно,нещодавно,841,658,633
додати,додати,108,659,632
звільнення,звільнення,751,660,631
командування,командування,655,661,630
підкреслити,підкреслив,631,662,630
щодня,щодня,845,663,630
захисник,захисники,292,664,629
ліга,ліги,646,665,627
число,числі,610,666,626
же,же,851,667,626
раз,разів,133,668,625
означати,означає,683,669,625
команда,команди,257,670,624
центр,центр,210,671,623
їхній,їхні,160,672,623
чоловік,чоловіків,109,673,623
заявити,заявила,80,674,622
правоохоронець,правоохоронці,623,675,621
створення,створення,753,676,620
наступ,наступ,407,677,620
країна,країну,44,678,619
громада,громади,367,679,618
тиждень,тижні,172,680,618
очікуватися,очікується,667,681,618
кожний,кожного,145,682,616
військовий,військового,35,683,614
рівень,рівень,252,684,613
операція,операції,354,685,613
окупант,окупантами,37,686,613
значно,значно,876,687,611
уряд,уряду,302,688,610
вулиця,вулиці,439,689,608
ппо,ппо,882,690,607
переговори,переговори,359,691,607
самий,самі,203,692,607
військовий,військову,35,693,607
втім,втім,884,694,606
російський,російським,18,695,604
себе,собою,107,696,603
точно,точно,891,697,603
ракета,ракетами,103,698,602
процес,процес,416,699,602
поблизу,поблизу,893,700,601
ціна,ціни,260,701,601
назвати,назвав,392,702,600
зовсім,зовсім,897,703,599
жінка,жінки,170,704,599
співачка,співачка,670,705,598
ймовірно,ймовірно,900,706,597
провести,провести,243,707,596
український,українським,26,708,594
очільник,очільник,620,709,594
село,села,266,710,593
право,права,309,711,593
ворожий,ворожих,227,712,593
хтось,хтось,551,713,592
який,якій,10,714,591
зазначити,зазначила,73,715,591
виявити,виявили,515,716,590
російський,російську,18,717,590
боєприпас,боєприпасів,449,718,589
наслідок,наслідки,458,719,589
повідомлення,повідомлення,129,720,588
зазначити,зазначили,73,721,588
деякий,деяких,283,722,586
захід,заходи,158,723,582
змогти,зможе,201,724,582
південь,півдні,425,725,581
мати,мав,32,726,579
рамка,рамках,854,727,578
місто,міст,58,728,578
обладнання,обладнання,843,729,578
зміна,зміни,387,730,577
telegram,telegram,931,731,577
взяти,взяти,345,732,577
надання,надання,861,733,576
ввесь,всю,118,734,575
заступник,заступник,679,735,575
нехай,нехай,936,736,575
фронт,фронті,319,737,574
захід,заходу,158,738,574
свій,своїми,24,739,573
що,чим,3,740,573
тривати,тривають,209,741,571
сказати,сказати,67,742,570
завтра,завтра,940,743,570
людина,людям,48,744,570
техніка,техніку,196,745,570
пункт,пункти,130,746,567
сход,сході,723,747,567
угруповання,угруповання,725,748,566
завдати,завдали,370,749,565
знайти,знайшли,280,750,565
обмеження,обмеження,673,751,564
воно,його,419,752,563
мати,мали,32,753,557
ракетний,ракетного,184,754,556
центр,центрі,210,755,556
станція,станції,536,756,555
право,право,309,757,555
фронт,фронту,319,758,555
година,годин,301,759,553
жінка,жінок,170,760,553
повномасштабний,повномасштабної,237,761,551
стан,стану,177,762,550
випадок,випадку,291,763,550
місцевий,місцеві,197,764,548
туди,туди,977,765,548
національний,національної,271,766,547
практично,практично,979,767,547
пошкодити,пошкоджено,709,768,546
найбільше,найбільше,983,769,543
вибух,вибухи,321,770,543
сезон,сезону,484,771,542
найбільш,найбільш,988,772,541
куди,куди,990,773,541
статися,сталося,299,774,540
всі,всім,71,775,539
насправді,насправді,998,776,538
другий,другий,179,777,538
отримати,отримала,120,778,537
вартість,вартість,662,779,537
робота,робота,100,780,537
неможливо,неможливо,1005,781,536
розвиток,розвитку,681,782,534
хотіти,хочу,113,783,534
кремль,кремля,415,784,534
звичайно,звичайно,1010,785,534
могти,можете,25,786,533
вогонь,вогонь,294,787,532
область,область,43,788,531
удар,удар,102,789,531
с,с,1015,790,530
ввесь,всій,118,791,529
сотня,сотні,758,792,529
перший,першого,76,793,528
кількість,кількості,176,794,527
затримати,затримали,736,795,526
наприкінці,наприкінці,1019,796,526
динамо,динамо,1020,797,526
захисник,захисників,292,798,526
різний,різні,229,799,525
наступ,наступу,407,800,525
поранений,поранених,523,801,524
навколо,навколо,1023,802,523
світло,світла,555,803,523
зусилля,зусилля,587,804,522
бій,бої,284,805,522
зростання,зростання,930,806,521
зауважити,зауважив,617,807,520
представник,представники,250,808,520
вдома,вдома,1028,809,520
фактично,фактично,1030,810,519
щастя,щастя,995,811,518
швидше,швидше,1037,812,516
онлайн,онлайн,1026,813,515
вирішити,вирішили,297,814,515
тіло,тіла,440,815,514
планувати,планує,350,816,513
міністерство,міністерства,389,817,512
вода,воду,202,818,512
щонайменше,щонайменше,1041,819,512
аес,аес,1053,820,509
допомагати,допомагає,310,821,508
івано,івано,1054,822,507
команда,команда,257,823,507
мзс,мзс,1060,824,506
наш,нашого,42,825,505
почати,почала,161,826,505
довестися,доведеться,618,827,505
загарбник,загарбників,325,828,505
двоє,двоє,1063,829,504
курс,курс,558,830,503
збірний,збірної,692,831,502
повинний,повинен,240,832,502
контроль,контроль,522,833,501
пункт,пункту,130,834,501
дитина,дитина,81,835,501
колишній,колишній,453,836,500
ураження,ураження,974,837,499
наш,нашій,42,838,499
робити,робить,148,839,498
розповісти,розповіли,97,840,498
інший,іншого,57,841,497
житель,жителі,255,842,495
надати,надати,445,843,495
діяльність,діяльності,547,844,493
новий,нову,66,845,492
потреба,потреби,570,846,491
раз,разу,133,847,491
робота,роботі,100,848,491
ядерний,ядерної,337,849,491
постраждати,постраждали,1043,850,490
останній,останній,175,851,489
бік,бік,230,852,489
могти,можу,25,853,489
хмарність,хмарність,1084,854,489
українець,українцям,86,855,488
бути,була,8,856,488
видно,видно,1095,857,488
стосуватися,стосується,808,858,488
міністерство,міністерство,389,859,488
мер,мер,729,860,486
планувати,планують,350,861,486
дійсно,дійсно,1100,862,486
який,якими,10,863,485
представник,представник,250,864,485
чекати,чекає,346,865,485
порушення,порушення,735,866,484
обстріл,обстріл,110,867,484
бій,бою,284,868,484
жити,жити,293,869,484
ракетний,ракетні,184,870,484
зазначити,зазначимо,73,871,484
зробити,зробили,127,872,483
місяць,місяця,144,873,483
намагатися,намагалися,136,874,482
електроенергія,електроенергії,748,875,482
отримання,отримання,1008,876,482
жодний,жодних,323,877,481
народження,народження,1076,878,481
шість,шість,740,879,479
великий,великі,90,880,479
український,українську,26,881,478
дати,дати,290,882,478
робити,роблять,148,883,478
поруч,поруч,1113,884,478
відновити,відновити,598,885,477
один,одну,85,886,476
застосування,застосування,819,887,476
суд,суду,420,888,475
хоч,хоч,1120,889,475
перший,першу,76,890,474
склад,склад,195,891,474
бригада,бригади,741,892,473
місто,містах,58,893,473
повернення,повернення,1001,894,473
смерть,смерті,549,895,472
готовий,готовий,248,896,472
суд,суд,420,897,471
зустріч,зустріч,394,898,471
м,м,1123,899,470
участь,участі,251,900,470
план,плани,303,901,470
створити,створити,475,902,470
самий,сама,203,903,470
обласний,обласної,533,904,470
становити,становить,471,905,469
вчора,вчора,1126,906,469
розслідування,розслідування,833,907,468
партнер,партнерів,408,908,468
залишити,залишити,468,909,467
село,селі,266,910,466
великий,великий,90,911,466
найближчий,найближчим,400,912,466
почати,почав,161,913,466
вигляд,вигляді,637,914,466
знищення,знищення,1078,915,465
дитина,дитини,81,916,465
бажання,бажання,877,917,465
особа,особи,157,918,464
існувати,існує,707,919,464
воєнний,воєнного,390,920,463
допомогти,допоможе,256,921,463
будівля,будівлі,538,922,462
абсолютно,абсолютно,1145,923,462
західний,західних,480,924,461
зробити,зробив,127,925,461
член,членів,413,926,460
зазнати,зазнали,603,927,460
керівник,керівник,443,928,460
межа,межах,465,929,459
воля,волі,888,930,459
коштів,коштів,1158,931,458
тло,тлі,1149,932,458
хто,кого,111,933,458
державний,державного,217,934,457
бізнес,бізнес,573,935,457
газ,газ,347,936,455
спосіб,спосіб,634,937,454
робот,роботи,1061,938,453
танок,танків,579,939,453
окупація,окупації,766,940,453
режим,режим,397,941,453
матеріал,матеріалі,474,942,453
загинути,загинув,268,943,452
президент,президентом,65,944,452
захід,заходів,158,945,451
програма,програми,422,946,451
система,систему,156,947,451
днр,днр,1167,948,450
який,якою,10,949,450
атака,атак,236,950,450
вона,нею,28,951,450
міжнародний,міжнародного,226,952,449
могти,міг,25,953,449
стан,стані,177,954,448
такий,такої,40,955,448
зодіак,зодіаку,1175,956,448
представник,представників,250,957,447
знати,знаю,189,958,447
довго,довго,1178,959,447
склад,складі,195,960,446
група,група,218,961,446
десятка,десятки,1014,962,446
набагато,набагато,1180,963,446
експерт,експерти,215,964,446
забезпечити,забезпечити,836,965,445
партія,партії,639,966,445
життя,житті,121,967,444
виконання,виконання,986,968,443
військовослужбовець,військовослужбовців,613,969,443
рука,руки,344,970,443
економіка,економіки,592,971,443
міжнародний,міжнародних,226,972,442
план,план,303,973,442
мобілізація,мобілізації,529,974,442
працівник,працівників,528,975,442
таки,таки,1192,976,441
допомога,допомога,89,977,440
заява,заяви,316,978,440
особовий,особового,866,979,439
додати,додала,108,980,439
ти,тебе,267,981,439
оборона,оборону,119,982,438
поле,полі,574,983,437
посилання,посиланням,1072,984,436
засіб,засобів,383,985,436
частина,частині,132,986,435
інший,іншими,57,987,435
жертва,жертв,658,988,434
десь,десь,1207,989,433
день,днем,47,990,433
дружина,дружина,495,991,433
головний,головного,211,992,432
мир,миру,660,993,432
інфраструктура,інфраструктуру,224,994,431
авто,авто,1211,995,431
засіб,засоби,383,996,431
вести,веде,376,997,431
керівництво,керівництво,531,998,431
залежати,залежить,826,999,431
достатньо,достатньо,1215,1000,430
російський,російському,18,1001,430
позиція,позицій,204,1002,430
давно,давно,1218,1003,430
район,районів,87,1004,430
продукт,продукти,467,1005,429
секретар,секретар,991,1006,429
злочин,злочини,403,1007,428
харківський,харківської,417,1008,427
освіта,освіти,933,1009,427
зірка,зірка,494,1010,427
рада,рада,259,1011,427
одиниця,одиниць,949,1012,426
провести,провів,243,1013,426
повинний,повинна,240,1014,426
зазвичай,зазвичай,1227,1015,426
головний,головний,211,1016,425
шлях,шлях,438,1017,425
захист,захист,423,1018,424
зазначати,зазначає,643,1019,424
угода,угоди,535,1020,424
